dise dist|dise block|dise_cluster|klp dist|klp block|klp_cluster|check
kolar|kolar|kondarajanahalli(katarip)|kolar|kolar|kondarajanahalli(katarip)|9522|1.0
kolar|kolar|kurugal|kolar|kolar|kurugal|9598|1.0
kolar|kolar|kyalanur|kolar|kolar|kyalanur|2192|1.0
kolar|kolar|madanahalli|kolar|kolar|madanahalli|2187|1.0
kolar|kolar|madderi|kolar|kolar|madderi|2191|1.0
kolar|kolar|medihala|kolar|kolar|medihala|2200|1.0
kolar|kolar|muduvadi|kolar|kolar|muduvadi|9592|1.0
kolar|kolar|muduvatti|kolar|kolar|muduvatti|9591|1.0
kolar|kolar|narasapura|kolar|kolar|narasapura|2196|1.0
kolar|kolar|p.c. halli|kolar|kolar|p.c. halli|2201|1.0
kolar|kolar|rahamath nagara (urdu-3)|kolar|kolar|rahamath nagara (urdu-3)|9523|1.0
kolar|kolar|sugatur|kolar|kolar|sugatur|2185|1.0
kolar|kolar|thoradevandahalli|kolar|kolar|thoradevandahalli|2198|1.0
kolar|kolar|vadagur|kolar|kolar|vadagur|2194|1.0
kolar|kolar|vakkaleri|kolar|kolar|vakkaleri|2197|1.0
kolar|kolar|vemgal|kolar|kolar|vemgal|2186|1.0
kolar|malur|anepura|kolar|malur|anepura|9600|1.0
kolar|malur|araleri|kolar|malur|araleri|9599|1.0
kolar|malur|banahalli|kolar|malur|banahalli|9602|1.0
kolar|malur|chikkakunthuru|kolar|malur|chikkakunthuru|2207|1.0
kolar|malur|chikkathirupathi|kolar|malur|chikkathirupathi|2209|1.0
kolar|malur|dinnahalli|kolar|malur|dinnahalli|2211|1.0
kolar|malur|d.n. doddi|kolar|malur|d.n. doddi|2210|1.0
kolar|malur|huladenahalli|kolar|malur|huladenahalli|2212|1.0
kolar|malur|k.g. halli|kolar|malur|k.g. halli|2213|1.0
kolar|malur|kondashettihalli (urdu-2)|kolar|malur|kondashettihalli (urdu-2)|9590|1.0
kolar|malur|kudiyanur|kolar|malur|kudiyanur|2214|1.0
kolar|malur|lakkur|kolar|malur|lakkur|2203|1.0
kolar|malur|malur|kolar|malur|malur|2208|1.0
kolar|malur|masthi|kolar|malur|masthi|2204|1.0
kolar|malur|m.c.halli|kolar|malur|m.c.halli|2215|1.0
kolar|malur|shivarapatna|kolar|malur|shivarapatna|2205|1.0
kolar|malur|tekal|kolar|malur|tekal|2206|1.0
kolar|malur|thorlakki|kolar|malur|thorlakki|9604|1.0
kolar|malur|trunasi|kolar|malur|trunasi|9603|1.0
kolar|mulbagal|agara|kolar|mulbagal|agara|9612|1.0
kolar|mulbagal|amblikal|kolar|mulbagal|amblikal|9613|1.0
kolar|mulbagal|angondahalli|kolar|mulbagal|angondahalli|9614|1.0
kolar|mulbagal|avani|kolar|mulbagal|avani|2223|1.0
kolar|mulbagal|bairakur|kolar|mulbagal|bairakur|2221|1.0
kolar|mulbagal|balla|kolar|mulbagal|balla|2224|1.0
kolar|mulbagal|devarayasamudra|kolar|mulbagal|devarayasamudra|2219|1.0
kolar|mulbagal|emmenatha|kolar|mulbagal|emmenatha|2228|1.0
kolar|mulbagal|gudipalli|kolar|mulbagal|gudipalli|9608|1.0
kolar|mulbagal|gummakallu|kolar|mulbagal|gummakallu|9609|1.0
kolar|mulbagal|hanumanahalli|kolar|mulbagal|hanumanahalli|9610|1.0
kolar|mulbagal|hebbani|kolar|mulbagal|hebbani|9607|1.0
kolar|mulbagal|h.gollahalli|kolar|mulbagal|h.gollahalli|2226|1.0
kolar|mulbagal|kurudumale|kolar|mulbagal|kurudumale|9611|1.0
kolar|mulbagal|mallanayakanahalli|kolar|mulbagal|mallanayakanahalli|2218|1.0
kolar|mulbagal|mudiyanur|kolar|mulbagal|mudiyanur|2217|1.0
kolar|mulbagal|mulbagal|kolar|mulbagal|mulbagal|2220|1.0
kolar|mulbagal|mulbagal (urdu-1)|kolar|mulbagal|mulbagal (urdu-1)|9615|1.0
kolar|mulbagal|nangli|kolar|mulbagal|nangli|2222|1.0
kolar|mulbagal|n.vaddahalli|kolar|mulbagal|n.vaddahalli|2229|1.0
kolar|mulbagal|padmaghatta (urdu-2)|kolar|mulbagal|padmaghatta (urdu-2)|9616|1.0
kolar|mulbagal|pitchaguntlahalli|kolar|mulbagal|pitchaguntlahalli|9605|1.0
kolar|mulbagal|rajendrahalli|kolar|mulbagal|rajendrahalli|9606|1.0
kolar|mulbagal|rayalamanadinne|kolar|mulbagal|rayalamanadinne|2227|1.0
kolar|mulbagal|thayalur|kolar|mulbagal|thayalur|2216|1.0
kolar|mulbagal|thimmaravuthanahalli|kolar|mulbagal|thimmaravuthanahalli|2225|1.0
kolar|mulbagal|uthanur|kolar|mulbagal|uthanur|2230|1.0
kolar|srinivasapur|addagal|kolar|srinivasapur|addagal|2240|1.0
kolar|srinivasapur|arikunte|kolar|srinivasapur|arikunte|2242|1.0
kolar|srinivasapur|dalasanur|kolar|srinivasapur|dalasanur|2232|1.0
kolar|srinivasapur|gownipalli|kolar|srinivasapur|gownipalli|2231|1.0
kolar|srinivasapur|lakshmipura|kolar|srinivasapur|lakshmipura|2238|1.0
kolar|srinivasapur|mudimadagu|kolar|srinivasapur|mudimadagu|2241|1.0
kolar|srinivasapur|nambihalli|kolar|srinivasapur|nambihalli|2236|1.0
kolar|srinivasapur|pulugoorkote|kolar|srinivasapur|pulugoorkote|2243|1.0
kolar|srinivasapur|rayalpadu|kolar|srinivasapur|rayalpadu|2234|1.0
kolar|srinivasapur|ronur|kolar|srinivasapur|ronur|2239|1.0
kolar|srinivasapur|somayajalahalli|kolar|srinivasapur|somayajalahalli|2237|1.0
kolar|srinivasapur|srinivaspur|kolar|srinivasapur|srinivaspur|2233|1.0
kolar|srinivasapur|yeldur|kolar|srinivasapur|yeldur|2235|1.0
koppal|gangavathi|anegundi|koppal|gangavathi|anegundi|1124|1.0
koppal|gangavathi|basapattan|koppal|gangavathi|basapattan|1134|1.0
koppal|gangavathi|budagumpa|koppal|gangavathi|budagumpa|1125|1.0
koppal|gangavathi|challur|koppal|gangavathi|challur|1138|1.0
koppal|gangavathi|chikkadakanakall|koppal|gangavathi|chikkadakanakall|1137|1.0
koppal|gangavathi|chikkajanthakal|koppal|gangavathi|chikkajanthakal|9328|1.0
koppal|gangavathi|gangavathi|koppal|gangavathi|gangavathi|1126|1.0
koppal|gangavathi|hirejanthakal|koppal|gangavathi|hirejanthakal|9329|1.0
koppal|gangavathi|hulihydar|koppal|gangavathi|hulihydar|1136|1.0
koppal|gangavathi|islampur|koppal|gangavathi|islampur|1133|1.0
koppal|gangavathi|islampur west|koppal|gangavathi|islampur west|9330|1.0
koppal|gangavathi|kanakagiri|koppal|gangavathi|kanakagiri|1127|1.0
koppal|gangavathi|kanakagiri south|koppal|gangavathi|kanakagiri south|9331|1.0
koppal|gangavathi|karatagi|koppal|gangavathi|karatagi|1128|1.0
koppal|gangavathi|karatagi east|koppal|gangavathi|karatagi east|9332|1.0
koppal|gangavathi|kesarahatti|koppal|gangavathi|kesarahatti|1135|1.0
koppal|gangavathi|marali|koppal|gangavathi|marali|1132|1.0
koppal|gangavathi|muslapur|koppal|gangavathi|muslapur|1129|1.0
koppal|gangavathi|navali|koppal|gangavathi|navali|1130|1.0
koppal|gangavathi|siddapur|koppal|gangavathi|siddapur|1131|1.0
koppal|gangavathi|sriramanagar|koppal|gangavathi|sriramanagar|9333|1.0
koppal|gangavathi|ulenoor|koppal|gangavathi|ulenoor|9334|1.0
koppal|gangavathi|venkatagiri|koppal|gangavathi|venkatagiri|9335|1.0
koppal|koppal|agalakera|koppal|koppal|agalakera|1144|1.0
koppal|koppal|alawandi|koppal|koppal|alawandi|1139|1.0
koppal|koppal|betageri|koppal|koppal|betageri|1148|1.0
koppal|koppal|bhahaddurbandi|koppal|koppal|bhahaddurbandi|1153|1.0
koppal|koppal|gingera|koppal|koppal|gingera|1145|1.0
koppal|koppal|halageri|koppal|koppal|halageri|1146|1.0
koppal|koppal|hasagal|koppal|koppal|hasagal|1140|1.0
koppal|koppal|hiresindhogi|koppal|koppal|hiresindhogi|1142|1.0
koppal|koppal|hitnal|koppal|koppal|hitnal|1143|1.0
koppal|koppal|irakalagada|koppal|koppal|irakalagada|1147|1.0
koppal|koppal|kawalur|koppal|koppal|kawalur|9336|1.0
koppal|koppal|kinnal(bhagyanagar)|koppal|koppal|kinnal(bhagyanagar)|1141|1.0
koppal|koppal|kolur|koppal|koppal|kolur|9337|1.0
koppal|koppal|koppal (e)|koppal|koppal|koppal (e)|1149|1.0
koppal|koppal|koppal [n]|koppal|koppal|koppal [n]|9338|1.0
koppal|koppal|koppal (w)|koppal|koppal|koppal (w)|1151|1.0
koppal|koppal|kukanapalli|koppal|koppal|kukanapalli|9339|1.0
koppal|koppal|kunikeri|koppal|koppal|kunikeri|9340|1.0
koppal|koppal|munerabada|koppal|koppal|munerabada|9341|1.0
koppal|kustagi|adavibhavi|koppal|kustagi|adavibhavi|9104|1.0
koppal|kustagi|bijakal|koppal|kustagi|bijakal|9106|1.0
koppal|kustagi|chalageri|koppal|kustagi|chalageri|1154|1.0
koppal|kustagi|dotihal|koppal|kustagi|dotihal|1155|1.0
koppal|kustagi|hanumanal|koppal|kustagi|hanumanal|1156|1.0
koppal|kustagi|hanumasagar|koppal|kustagi|hanumasagar|1157|1.0
koppal|kustagi|hiregonnagar|koppal|kustagi|hiregonnagar|9103|1.0
koppal|kustagi|hiremannapur|koppal|kustagi|hiremannapur|1162|1.0
koppal|kustagi|hulgeri|koppal|kustagi|hulgeri|1164|1.0
koppal|kustagi|j.gudadoor|koppal|kustagi|j.gudadoor|1163|1.0
koppal|kustagi|jumalapur|koppal|kustagi|jumalapur|9107|1.0
koppal|kustagi|koradakera|koppal|kustagi|koradakera|1165|1.0
koppal|kustagi|kustagi|koppal|kustagi|kustagi|1160|1.0
koppal|kustagi|menedhal|koppal|kustagi|menedhal|1161|1.0
koppal|kustagi|nilogal|koppal|kustagi|nilogal|9102|1.0
koppal|kustagi|urdu kustagi|koppal|kustagi|urdu kustagi|9454|1.0
koppal|yelburga|bandi|koppal|yelburga|bandi|9342|1.0
koppal|yelburga|bevoor|koppal|yelburga|bevoor|1166|1.0
koppal|yelburga|binnal|koppal|yelburga|binnal|9343|1.0
koppal|yelburga|chikkamyagiri|koppal|yelburga|chikkamyagiri|9344|1.0
koppal|yelburga|gunnal|koppal|yelburga|gunnal|9345|1.0
koppal|yelburga|hirearalihalli|koppal|yelburga|hirearalihalli|1174|1.0
koppal|yelburga|itagi|koppal|yelburga|itagi|1168|1.0
koppal|yelburga|kudarimoti|koppal|yelburga|kudarimoti|9346|1.0
koppal|yelburga|kukanoor urban|koppal|yelburga|kukanoor urban|9347|1.0
koppal|yelburga|mudhol|koppal|yelburga|mudhol|1171|1.0
koppal|yelburga|talakere|koppal|yelburga|talakere|1176|1.0
koppal|yelburga|vajrabandi|koppal|yelburga|vajrabandi|1175|1.0
koppal|yelburga|yadiyapura|koppal|yelburga|yadiyapura|1177|1.0
mandya|krishnaraja pet|akki hebbalu|mandya|krishnaraja pet|akki hebbalu|2397|1.0
mandya|krishnaraja pet|anegola|mandya|krishnaraja pet|anegola|2398|1.0
mandya|krishnaraja pet|balenahalli|mandya|krishnaraja pet|balenahalli|2412|1.0
mandya|krishnaraja pet|bookana kere|mandya|krishnaraja pet|bookana kere|2399|1.0
mandya|krishnaraja pet|ganjigere|mandya|krishnaraja pet|ganjigere|2400|1.0
mandya|krishnaraja pet|hariharapura|mandya|krishnaraja pet|hariharapura|2409|1.0
mandya|krishnaraja pet|harirayanahalli|mandya|krishnaraja pet|harirayanahalli|2411|1.0
mandya|krishnaraja pet|jagina kere|mandya|krishnaraja pet|jagina kere|2401|1.0
mandya|krishnaraja pet|kikkeri|mandya|krishnaraja pet|kikkeri|2402|1.0
mandya|krishnaraja pet|krishnaraja pet|mandya|krishnaraja pet|krishnaraja pet|2403|1.0
mandya|krishnaraja pet|lakshmipura|mandya|krishnaraja pet|lakshmipura|2413|1.0
mandya|krishnaraja pet|mandagere|mandya|krishnaraja pet|mandagere|2404|1.0
mandya|krishnaraja pet|santhe bacha hally|mandya|krishnaraja pet|santhe bacha hally|2405|1.0
mandya|krishnaraja pet|shilanere|mandya|krishnaraja pet|shilanere|2406|1.0
mandya|krishnaraja pet|sindha ghatta|mandya|krishnaraja pet|sindha ghatta|2407|1.0
mandya|krishnaraja pet|somana hally|mandya|krishnaraja pet|somana hally|2408|1.0
mandya|maddur|abalavadi|mandya|maddur|abalavadi|2437|1.0
mandya|maddur|annuru|mandya|maddur|annuru|2414|1.0
mandya|maddur|besagara hally|mandya|maddur|besagara hally|2415|1.0
mandya|maddur|hebbaralu|mandya|maddur|hebbaralu|2417|1.0
mandya|maddur|k.bellur|mandya|maddur|k.bellur|2438|1.0
mandya|maddur|kesthur|mandya|maddur|kesthur|2431|1.0
mandya|maddur|k. honnalagere|mandya|maddur|k. honnalagere|2430|1.0
mandya|maddur|k.k. hally|mandya|maddur|k.k. hally|2418|1.0
mandya|maddur|koppa|mandya|maddur|koppa|2432|1.0
mandya|maddur|kowdale|mandya|maddur|kowdale|2433|1.0
mandya|maddur|madarahalli|mandya|maddur|madarahalli|2439|1.0
mandya|maddur|maddur|mandya|maddur|maddur|2434|1.0
mandya|maddur|niluvagilu|mandya|maddur|niluvagilu|2436|1.0
mandya|maddur|somanahalli|mandya|maddur|somanahalli|2440|1.0
mandya|malavally|belakavadi|mandya|malavally|belakavadi|2441|1.0
mandya|malavally|gundapura|mandya|malavally|gundapura|2442|1.0
mandya|malavally|hadli|mandya|malavally|hadli|2444|1.0
mandya|malavally|halagur|mandya|malavally|halagur|2445|1.0
mandya|malavally|h. h. koppalu|mandya|malavally|h. h. koppalu|2443|1.0
mandya|malavally|hosa hally|mandya|malavally|hosa hally|2446|1.0
mandya|malavally|huskuru|mandya|malavally|huskuru|2455|1.0
mandya|malavally|kirugavalu|mandya|malavally|kirugavalu|2447|1.0
mandya|malavally|malavally|mandya|malavally|malavally|2448|1.0
mandya|malavally|nitturu|mandya|malavally|nitturu|2449|1.0
mandya|malavally|purigali|mandya|malavally|purigali|2450|1.0
mandya|malavally|ragibommana hally|mandya|malavally|ragibommana hally|2451|1.0
mandya|malavally|ravani|mandya|malavally|ravani|2452|1.0
mandya|malavally|sujjaloor|mandya|malavally|sujjaloor|2454|1.0
mandya|malavally|t.kagepura|mandya|malavally|t.kagepura|2453|1.0
mandya|mandya north|basaralu|mandya|mandya north|basaralu|2506|1.0
mandya|mandya north|bilidegula|mandya|mandya north|bilidegula|2507|1.0
mandya|mandya north|chandagalu|mandya|mandya north|chandagalu|2508|1.0
mandya|mandya north|doddagarudanahalli|mandya|mandya north|doddagarudanahalli|2514|1.0
mandya|mandya north|doddakottagere|mandya|mandya north|doddakottagere|2515|1.0
mandya|mandya north|dudda|mandya|mandya north|dudda|2509|1.0
mandya|mandya north|keelara|mandya|mandya north|keelara|2510|1.0
mandya|mandya north|keregodu|mandya|mandya north|keregodu|2511|1.0
mandya|mandya north|muttegere|mandya|mandya north|muttegere|2512|1.0
mandya|mandya south|gopala pura|mandya|mandya south|gopala pura|2456|1.0
mandya|mandya south|hale boodanooru|mandya|mandya south|hale boodanooru|2457|1.0
mandya|mandya south|kannali|mandya|mandya south|kannali|2458|1.0
mandya|mandya south|kothathi|mandya|mandya south|kothathi|2459|1.0
mandya|mandya south|mandya1|mandya|mandya south|mandya1|2460|1.0
mandya|mandya south|thagga hally|mandya|mandya south|thagga hally|2461|1.0
mandya|mandya south|yeliyur|mandya|mandya south|yeliyur|2462|1.0
mandya|nagamangala|anchechittanahalli|mandya|nagamangala|anchechittanahalli|2476|1.0
mandya|nagamangala|arani|mandya|nagamangala|arani|2464|1.0
mandya|nagamangala|bellur|mandya|nagamangala|bellur|2465|1.0
mandya|nagamangala|bheemanahalli|mandya|nagamangala|bheemanahalli|2480|1.0
mandya|nagamangala|bindiganavile|mandya|nagamangala|bindiganavile|2466|1.0
mandya|nagamangala|cheenya|mandya|nagamangala|cheenya|2468|1.0
mandya|nagamangala|devalapura|mandya|nagamangala|devalapura|2469|1.0
mandya|nagamangala|honnavara|mandya|nagamangala|honnavara|2470|1.0
mandya|nagamangala|hosakki palya|mandya|nagamangala|hosakki palya|2471|1.0
mandya|nagamangala|kadaba hally|mandya|nagamangala|kadaba hally|2472|1.0
mandya|nagamangala|karada hally|mandya|nagamangala|karada hally|2473|1.0
mandya|nagamangala|mylarapattana|mandya|nagamangala|mylarapattana|2477|1.0
mandya|nagamangala|nagamangala|mandya|nagamangala|nagamangala|2474|1.0
mandya|nagamangala|nelligere|mandya|nagamangala|nelligere|2479|1.0
mandya|nagamangala|thattekere|mandya|nagamangala|thattekere|2475|1.0
mandya|pandavapura|bannangadi|mandya|pandavapura|bannangadi|2482|1.0
mandya|pandavapura|chikkabyadarahalli|mandya|pandavapura|chikkabyadarahalli|2493|1.0
mandya|pandavapura|haravu|mandya|pandavapura|haravu|2484|1.0
mandya|pandavapura|jakkana hally|mandya|pandavapura|jakkana hally|2485|1.0
mandya|pandavapura|kyathana hally|mandya|pandavapura|kyathana hally|2486|1.0
mandya|pandavapura|laxmisagara|mandya|pandavapura|laxmisagara|2487|1.0
mandya|pandavapura|melu kote|mandya|pandavapura|melu kote|2488|1.0
mandya|pandavapura|narayana pura|mandya|pandavapura|narayana pura|2489|1.0
mandya|pandavapura|pandava pura|mandya|pandavapura|pandava pura|2490|1.0
mandya|sriranga patna|arakere|mandya|sriranga patna|arakere|2494|1.0
mandya|sriranga patna|baburayana koppalu|mandya|sriranga patna|baburayana koppalu|2503|1.0
mandya|sriranga patna|chikka ankana hally|mandya|sriranga patna|chikka ankana hally|2495|1.0
mandya|sriranga patna|darasaguppe|mandya|sriranga patna|darasaguppe|2496|1.0
mandya|sriranga patna|ganangoor|mandya|sriranga patna|ganangoor|2497|1.0
mandya|sriranga patna|kodiyala|mandya|sriranga patna|kodiyala|2499|1.0
mandya|sriranga patna|k. r. sagara|mandya|sriranga patna|k. r. sagara|2498|1.0
mandya|sriranga patna|mahadeva pura|mandya|sriranga patna|mahadeva pura|2500|1.0
mandya|sriranga patna|pala hally|mandya|sriranga patna|pala hally|2501|1.0
mandya|sriranga patna|sri ranga patna|mandya|sriranga patna|sri ranga patna|2502|1.0
mysore|h.d.kote|annuru|mysore|h.d.kote|annuru|9529|1.0
mysore|h.d.kote|antharasanthe|mysore|h.d.kote|antharasanthe|9528|1.0
mysore|h.d.kote|gandhinagara|mysore|h.d.kote|gandhinagara|9527|1.0
mysore|h.d.kote|h.d.kote|mysore|h.d.kote|h.d.kote|9526|1.0
mysore|hunsur|rathnapuri colony|mysore|hunsur|rathnapuri colony|9022|1.0
mysore|k.r.nagara|arakere koppalu|mysore|k.r.nagara|arakere koppalu|9712|1.0
mysore|mysore north|giribovi pallya|mysore|mysore north|giribovi pallya|8975|1.0
mysore|mysore north|hebbal|mysore|mysore north|hebbal|8976|1.0
mysore|mysore north|horse lane, jyothi nagar|mysore|mysore north|horse lane, jyothi nagar|8977|1.0
mysore|mysore north|nizamiya(urdu)|mysore|mysore north|nizamiya(urdu)|9188|1.0
mysore|mysore north|n.r mohalla|mysore|mysore north|n.r mohalla|8978|1.0
mysore|mysore north|rajendranagar|mysore|mysore north|rajendranagar|8979|1.0
mysore|mysore north|urdu central|mysore|mysore north|urdu central|8980|1.0
mysore|mysore rural|hinkal hundi|mysore|mysore rural|hinkal hundi|9191|1.0
mysore|mysore south|ashokapuram|mysore|mysore south|ashokapuram|8970|1.0
mysore|mysore south|kanakagiri|mysore|mysore south|kanakagiri|8971|1.0
mysore|mysore south|kurubarahalli|mysore|mysore south|kurubarahalli|8974|1.0
mysore|mysore south|kuvempunagar|mysore|mysore south|kuvempunagar|8972|1.0
mysore|mysore south|lakshmipuram|mysore|mysore south|lakshmipuram|8973|1.0
mysore|nanjanagud|bidaragudu|mysore|nanjanagud|bidaragudu|9531|1.0
mysore|nanjanagud|hadya|mysore|nanjanagud|hadya|9533|1.0
mysore|nanjanagud|hulimavu|mysore|nanjanagud|hulimavu|9530|1.0
mysore|nanjanagud|nagarle|mysore|nanjanagud|nagarle|9532|1.0
mysore|periya patna|chittenahalli|mysore|periya patna|chittenahalli|9535|1.0
mysore|periya patna|hitnehebbagilu|mysore|periya patna|hitnehebbagilu|9534|1.0
mysore|periya patna|panchavalli|mysore|periya patna|panchavalli|9536|1.0
raichur|devadurga|alkod|raichur|devadurga|alkod|1067|1.0
raichur|devadurga|arkera|raichur|devadurga|arkera|1059|1.0
raichur|devadurga|b ganekal|raichur|devadurga|b ganekal|9348|1.0
raichur|devadurga|devadurga city|raichur|devadurga|devadurga city|9349|1.0
raichur|devadurga|devadurga south|raichur|devadurga|devadurga south|9350|1.0
raichur|devadurga|devadurga west|raichur|devadurga|devadurga west|9351|1.0
raichur|devadurga|dondambralli|raichur|devadurga|dondambralli|9352|1.0
raichur|devadurga|gabbur|raichur|devadurga|gabbur|1061|1.0
raichur|devadurga|galag|raichur|devadurga|galag|1062|1.0
raichur|devadurga|ganadal|raichur|devadurga|ganadal|9353|1.0
raichur|devadurga|gugal|raichur|devadurga|gugal|9354|1.0
raichur|devadurga|h siddapur|raichur|devadurga|h siddapur|9355|1.0
raichur|devadurga|jalahalli|raichur|devadurga|jalahalli|1063|1.0
raichur|devadurga|jalahalli west|raichur|devadurga|jalahalli west|9356|1.0
raichur|devadurga|k. irabagera|raichur|devadurga|k. irabagera|9357|1.0
raichur|devadurga|koppar|raichur|devadurga|koppar|1064|1.0
raichur|devadurga|kottadoddi|raichur|devadurga|kottadoddi|9358|1.0
raichur|devadurga|kyadigera|raichur|devadurga|kyadigera|1065|1.0
raichur|devadurga|malladevaragudda|raichur|devadurga|malladevaragudda|9359|1.0
raichur|devadurga|masarakal|raichur|devadurga|masarakal|1066|1.0
raichur|devadurga|mundaragi|raichur|devadurga|mundaragi|1069|1.0
raichur|devadurga|mustur|raichur|devadurga|mustur|9360|1.0
raichur|devadurga|nagadadinni|raichur|devadurga|nagadadinni|9361|1.0
raichur|devadurga|sunkeswarahal|raichur|devadurga|sunkeswarahal|1070|1.0
raichur|devadurga|urdu devadurga|raichur|devadurga|urdu devadurga|9362|1.0
raichur|lingasugur|amdihal|raichur|lingasugur|amdihal|9363|1.0
raichur|lingasugur|bannigol|raichur|lingasugur|bannigol|1082|1.0
raichur|lingasugur|bayyapur|raichur|lingasugur|bayyapur|1081|1.0
raichur|lingasugur|devarabhupur|raichur|lingasugur|devarabhupur|1083|1.0
raichur|lingasugur|echanal|raichur|lingasugur|echanal|9364|1.0
raichur|lingasugur|goudur|raichur|lingasugur|goudur|9365|1.0
raichur|lingasugur|guntagol|raichur|lingasugur|guntagol|9366|1.0
raichur|lingasugur|guragunta|raichur|lingasugur|guragunta|1072|1.0
raichur|lingasugur|hatti|raichur|lingasugur|hatti|1073|1.0
raichur|lingasugur|kalapur|raichur|lingasugur|kalapur|9367|1.0
raichur|lingasugur|kannal|raichur|lingasugur|kannal|9368|1.0
raichur|lingasugur|lingasugur city|raichur|lingasugur|lingasugur city|9369|1.0
raichur|lingasugur|lingasugur rural|raichur|lingasugur|lingasugur rural|9370|1.0
raichur|lingasugur|maraladinni|raichur|lingasugur|maraladinni|9371|1.0
raichur|lingasugur|maski|raichur|lingasugur|maski|1075|1.0
raichur|lingasugur|mavinabhavi|raichur|lingasugur|mavinabhavi|9372|1.0
raichur|lingasugur|mediknal|raichur|lingasugur|mediknal|1080|1.0
raichur|lingasugur|mudugal|raichur|lingasugur|mudugal|1076|1.0
raichur|lingasugur|nagalapur|raichur|lingasugur|nagalapur|1077|1.0
raichur|lingasugur|nagarhal|raichur|lingasugur|nagarhal|1078|1.0
raichur|lingasugur|paidoddi|raichur|lingasugur|paidoddi|9373|1.0
raichur|lingasugur|roadlabanda|raichur|lingasugur|roadlabanda|9374|1.0
raichur|lingasugur|talekhan|raichur|lingasugur|talekhan|9375|1.0
raichur|lingasugur|veerapur|raichur|lingasugur|veerapur|9376|1.0
raichur|manvi|athnoor|raichur|manvi|athnoor|9377|1.0
raichur|manvi|bagalwada|raichur|manvi|bagalwada|9378|1.0
raichur|manvi|gorkal|raichur|manvi|gorkal|9379|1.0
raichur|manvi|halapur|raichur|manvi|halapur|9380|1.0
raichur|manvi|harvi|raichur|manvi|harvi|9381|1.0
raichur|manvi|heera|raichur|manvi|heera|1094|1.0
raichur|manvi|hirekotnekal|raichur|manvi|hirekotnekal|1086|1.0
raichur|manvi|kallur|raichur|manvi|kallur|1087|1.0
raichur|manvi|kavithal|raichur|manvi|kavithal|1088|1.0
raichur|manvi|kurdi|raichur|manvi|kurdi|1089|1.0
raichur|manvi|mallat|raichur|manvi|mallat|1090|1.0
raichur|manvi|manvi city|raichur|manvi|manvi city|9382|1.0
