dise dist|dise block|dise_cluster|klp dist|klp block|klp_cluster|check
gadag|ron|gajendragad south|gadag|ron|gajendragad south|1201|1.0
gadag|ron|gogeri|gadag|ron|gogeri|1208|1.0
gadag|ron|hirehal|gadag|ron|hirehal|1205|1.0
gadag|ron|holealur|gadag|ron|holealur|1199|1.0
gadag|ron|mushigeri|gadag|ron|mushigeri|1206|1.0
gadag|ron|naregal|gadag|ron|naregal|1196|1.0
gadag|ron|rajur|gadag|ron|rajur|1204|1.0
gadag|ron|ron north|gadag|ron|ron north|1198|1.0
gadag|ron|ron south|gadag|ron|ron south|9542|1.0
gadag|ron|savadi|gadag|ron|savadi|1202|1.0
gadag|ron|soodi|gadag|ron|soodi|1203|1.0
gadag|ron|urdu ron|gadag|ron|urdu ron|1209|1.0
gadag|shirhatti|bellatti|gadag|shirhatti|bellatti|1211|1.0
gadag|shirhatti|doddur|gadag|shirhatti|doddur|1215|1.0
gadag|shirhatti|futagao badni|gadag|shirhatti|futagao badni|1216|1.0
gadag|shirhatti|hebbal|gadag|shirhatti|hebbal|1210|1.0
gadag|shirhatti|magadi|gadag|shirhatti|magadi|1213|1.0
gadag|shirhatti|shirhatti|gadag|shirhatti|shirhatti|1212|1.0
gadag|shirhatti|suranagi|gadag|shirhatti|suranagi|1217|1.0
gulbarga|afzalpur|atnoor|gulbarga|afzalpur|atnoor|900|1.0
gulbarga|afzalpur|bandarwad|gulbarga|afzalpur|bandarwad|891|1.0
gulbarga|afzalpur|bhairamadagi|gulbarga|afzalpur|bhairamadagi|892|1.0
gulbarga|afzalpur|chowdapur|gulbarga|afzalpur|chowdapur|9264|1.0
gulbarga|afzalpur|ghattarga|gulbarga|afzalpur|ghattarga|894|1.0
gulbarga|afzalpur|gobbur (b)|gulbarga|afzalpur|gobbur (b)|895|1.0
gulbarga|afzalpur|gour (b)|gulbarga|afzalpur|gour (b)|9266|1.0
gulbarga|afzalpur|karajagi|gulbarga|afzalpur|karajagi|896|1.0
gulbarga|afzalpur|mannur|gulbarga|afzalpur|mannur|897|1.0
gulbarga|afzalpur|mashal|gulbarga|afzalpur|mashal|898|1.0
gulbarga|afzalpur|revoor (b)|gulbarga|afzalpur|revoor (b)|9267|1.0
gulbarga|afzalpur|station gangapur|gulbarga|afzalpur|station gangapur|899|1.0
gulbarga|afzalpur|urdu afzalpur|gulbarga|afzalpur|urdu afzalpur|9262|1.0
gulbarga|afzalpur|urdu chinamagera|gulbarga|afzalpur|urdu chinamagera|9265|1.0
gulbarga|aland|aland north|gulbarga|aland|aland north|9268|1.0
gulbarga|aland|aland north urdu|gulbarga|aland|aland north urdu|9269|1.0
gulbarga|aland|aland south|gulbarga|aland|aland south|9270|1.0
gulbarga|aland|aland south urdu|gulbarga|aland|aland south urdu|9271|1.0
gulbarga|aland|ambalaga|gulbarga|aland|ambalaga|9272|1.0
gulbarga|aland|bhusanoor|gulbarga|aland|bhusanoor|9273|1.0
gulbarga|aland|chinchansoor|gulbarga|aland|chinchansoor|879|1.0
gulbarga|aland|darga siroor|gulbarga|aland|darga siroor|9274|1.0
gulbarga|aland|duttargaon|gulbarga|aland|duttargaon|881|1.0
gulbarga|aland|hirolli|gulbarga|aland|hirolli|9275|1.0
gulbarga|aland|hodalur|gulbarga|aland|hodalur|9276|1.0
gulbarga|aland|jidaga|gulbarga|aland|jidaga|882|1.0
gulbarga|aland|kadaganchi|gulbarga|aland|kadaganchi|878|1.0
gulbarga|aland|khajuri|gulbarga|aland|khajuri|883|1.0
gulbarga|aland|koralli|gulbarga|aland|koralli|9277|1.0
gulbarga|aland|madanhipparga|gulbarga|aland|madanhipparga|884|1.0
gulbarga|aland|mataki|gulbarga|aland|mataki|880|1.0
gulbarga|aland|munahalli|gulbarga|aland|munahalli|885|1.0
gulbarga|aland|narona|gulbarga|aland|narona|886|1.0
gulbarga|aland|nimbarga|gulbarga|aland|nimbarga|887|1.0
gulbarga|aland|salagar (v.k.)|gulbarga|aland|salagar (v.k.)|888|1.0
gulbarga|aland|sarsamba|gulbarga|aland|sarsamba|889|1.0
gulbarga|aland|savaleshwar|gulbarga|aland|savaleshwar|9278|1.0
gulbarga|aland|tadakal|gulbarga|aland|tadakal|9279|1.0
gulbarga|aland|yelasangi|gulbarga|aland|yelasangi|890|1.0
gulbarga|chincholi|ainapur|gulbarga|chincholi|ainapur|901|1.0
gulbarga|chincholi|ainoli|gulbarga|chincholi|ainoli|902|1.0
gulbarga|chincholi|chengata|gulbarga|chincholi|chengata|903|1.0
gulbarga|chincholi|chimmaidalai|gulbarga|chincholi|chimmaidalai|9280|1.0
gulbarga|chincholi|chincholi|gulbarga|chincholi|chincholi|905|1.0
gulbarga|chincholi|chincholi urdu|gulbarga|chincholi|chincholi urdu|9281|1.0
gulbarga|chincholi|degalmadi|gulbarga|chincholi|degalmadi|906|1.0
gulbarga|chincholi|gadikeshwar|gulbarga|chincholi|gadikeshwar|907|1.0
gulbarga|chincholi|gadilingadalli|gulbarga|chincholi|gadilingadalli|9282|1.0
gulbarga|chincholi|kanakapur|gulbarga|chincholi|kanakapur|9283|1.0
gulbarga|chincholi|karchkhed|gulbarga|chincholi|karchkhed|9284|1.0
gulbarga|chincholi|kodli|gulbarga|chincholi|kodli|908|1.0
gulbarga|chincholi|konchawaram|gulbarga|chincholi|konchawaram|909|1.0
gulbarga|chincholi|miryan|gulbarga|chincholi|miryan|9285|1.0
gulbarga|chincholi|nidgunda|gulbarga|chincholi|nidgunda|9286|1.0
gulbarga|chincholi|ratkal|gulbarga|chincholi|ratkal|910|1.0
gulbarga|chincholi|rummangud|gulbarga|chincholi|rummangud|9287|1.0
gulbarga|chincholi|salagar basantpur|gulbarga|chincholi|salagar basantpur|9288|1.0
gulbarga|chincholi|shadipur|gulbarga|chincholi|shadipur|9289|1.0
gulbarga|chincholi|sulepeth|gulbarga|chincholi|sulepeth|911|1.0
gulbarga|chincholi|sulepeth urdu|gulbarga|chincholi|sulepeth urdu|9290|1.0
gulbarga|chittapur|allolli|gulbarga|chittapur|allolli|913|1.0
gulbarga|chittapur|arankal|gulbarga|chittapur|arankal|9291|1.0
gulbarga|chittapur|bhankur|gulbarga|chittapur|bhankur|914|1.0
gulbarga|chittapur|bheemanahalli|gulbarga|chittapur|bheemanahalli|915|1.0
gulbarga|chittapur|chittapur east|gulbarga|chittapur|chittapur east|9292|1.0
gulbarga|chittapur|chittapur urdu|gulbarga|chittapur|chittapur urdu|9293|1.0
gulbarga|chittapur|chittapur west|gulbarga|chittapur|chittapur west|9294|1.0
gulbarga|chittapur|gundagurthi|gulbarga|chittapur|gundagurthi|917|1.0
gulbarga|chittapur|halakatta|gulbarga|chittapur|halakatta|926|1.0
gulbarga|chittapur|hebbal|gulbarga|chittapur|hebbal|918|1.0
gulbarga|chittapur|honguntta|gulbarga|chittapur|honguntta|9295|1.0
gulbarga|chittapur|kalagi|gulbarga|chittapur|kalagi|919|1.0
gulbarga|chittapur|kalagi urdu|gulbarga|chittapur|kalagi urdu|9296|1.0
gulbarga|chittapur|kodadoor|gulbarga|chittapur|kodadoor|9297|1.0
gulbarga|chittapur|kollur|gulbarga|chittapur|kollur|9298|1.0
gulbarga|chittapur|korwar|gulbarga|chittapur|korwar|920|1.0
gulbarga|chittapur|nalwar|gulbarga|chittapur|nalwar|921|1.0
gulbarga|chittapur|pethsiroor|gulbarga|chittapur|pethsiroor|9299|1.0
gulbarga|chittapur|ravoor|gulbarga|chittapur|ravoor|9300|1.0
gulbarga|chittapur|satnoor|gulbarga|chittapur|satnoor|9301|1.0
gulbarga|chittapur|shahabad|gulbarga|chittapur|shahabad|923|1.0
gulbarga|chittapur|tengali|gulbarga|chittapur|tengali|927|1.0
gulbarga|chittapur|wadi|gulbarga|chittapur|wadi|924|1.0
gulbarga|chittapur|wadi urdu|gulbarga|chittapur|wadi urdu|9302|1.0
gulbarga|gulbarga north|adarsha nagar urdu|gulbarga|gulbarga north|adarsha nagar urdu|9303|1.0
gulbarga|gulbarga north|ankalaga|gulbarga|gulbarga north|ankalaga|9304|1.0
gulbarga|gulbarga north|asif gunj|gulbarga|gulbarga north|asif gunj|9305|1.0
gulbarga|gulbarga north|aurab (b)|gulbarga|gulbarga north|aurab (b)|961|1.0
gulbarga|gulbarga north|dongargaon|gulbarga|gulbarga north|dongargaon|962|1.0
gulbarga|gulbarga north|harsoor|gulbarga|gulbarga north|harsoor|963|1.0
gulbarga|gulbarga north|jeevanagi|gulbarga|gulbarga north|jeevanagi|9306|1.0
gulbarga|gulbarga north|kallahangarga|gulbarga|gulbarga north|kallahangarga|964|1.0
gulbarga|gulbarga north|kalmood|gulbarga|gulbarga north|kalmood|965|1.0
gulbarga|gulbarga north|kamalapur|gulbarga|gulbarga north|kamalapur|966|1.0
gulbarga|gulbarga north|kapnoor*|gulbarga|gulbarga north|kapnoor*|970|1.0
gulbarga|gulbarga north|khaja colony|gulbarga|gulbarga north|khaja colony|9307|1.0
gulbarga|gulbarga north|madina colony|gulbarga|gulbarga north|madina colony|9308|1.0
gulbarga|gulbarga north|mahagaon|gulbarga|gulbarga north|mahagaon|967|1.0
gulbarga|gulbarga north|m.b.nagar|gulbarga|gulbarga north|m.b.nagar|973|1.0
gulbarga|gulbarga north|nagoor|gulbarga|gulbarga north|nagoor|968|1.0
gulbarga|gulbarga north|okali|gulbarga|gulbarga north|okali|9309|1.0
gulbarga|gulbarga north|rojatain|gulbarga|gulbarga north|rojatain|971|1.0
gulbarga|gulbarga north|shahabazar|gulbarga|gulbarga north|shahabazar|9310|1.0
gulbarga|gulbarga north|sonth|gulbarga|gulbarga north|sonth|969|1.0
gulbarga|gulbarga north|tajsultanpur|gulbarga|gulbarga north|tajsultanpur|9311|1.0
gulbarga|gulbarga south|bheemalli|gulbarga|gulbarga south|bheemalli|9312|1.0
gulbarga|gulbarga south|brahmpur|gulbarga|gulbarga south|brahmpur|9313|1.0
gulbarga|gulbarga south|faratabad|gulbarga|gulbarga south|faratabad|930|1.0
gulbarga|gulbarga south|faratabad urdu|gulbarga|gulbarga south|faratabad urdu|9314|1.0
gulbarga|gulbarga south|hagargundagi|gulbarga|gulbarga south|hagargundagi|931|1.0
gulbarga|gulbarga south|hirapur|gulbarga|gulbarga south|hirapur|9315|1.0
gulbarga|gulbarga south|honna kiranagi|gulbarga|gulbarga south|honna kiranagi|935|1.0
gulbarga|gulbarga south|jayanagar|gulbarga|gulbarga south|jayanagar|937|1.0
gulbarga|gulbarga south|jewargi colony|gulbarga|gulbarga south|jewargi colony|936|1.0
gulbarga|gulbarga south|khanadal|gulbarga|gulbarga south|khanadal|933|1.0
gulbarga|gulbarga south|m s k mill gulbarga|gulbarga|gulbarga south|m s k mill gulbarga|9316|1.0
gulbarga|gulbarga south|nandikur|gulbarga|gulbarga south|nandikur|9317|1.0
gulbarga|gulbarga south|nandur (k)|gulbarga|gulbarga south|nandur (k)|928|1.0
gulbarga|gulbarga south|pattan|gulbarga|gulbarga south|pattan|932|1.0
gulbarga|gulbarga south|police colony|gulbarga|gulbarga south|police colony|9318|1.0
gulbarga|gulbarga south|sannur|gulbarga|gulbarga south|sannur|9319|1.0
gulbarga|gulbarga south|sharan sirasagi|gulbarga|gulbarga south|sharan sirasagi|929|1.0
gulbarga|gulbarga south|srinivas saradag|gulbarga|gulbarga south|srinivas saradag|934|1.0
gulbarga|gulbarga south|tarafile|gulbarga|gulbarga south|tarafile|9320|1.0
gulbarga|jewargi|aloor|gulbarga|jewargi|aloor|9321|1.0
gulbarga|jewargi|andola|gulbarga|jewargi|andola|944|1.0
gulbarga|jewargi|ankalagi|gulbarga|jewargi|ankalagi|945|1.0
gulbarga|jewargi|aralagundagi|gulbarga|jewargi|aralagundagi|946|1.0
gulbarga|jewargi|bilwar|gulbarga|jewargi|bilwar|947|1.0
gulbarga|jewargi|ganwar|gulbarga|jewargi|ganwar|9322|1.0
gulbarga|jewargi|hippargi|gulbarga|jewargi|hippargi|948|1.0
gulbarga|jewargi|ijeri|gulbarga|jewargi|ijeri|949|1.0
gulbarga|jewargi|jeratagi|gulbarga|jewargi|jeratagi|9323|1.0
gulbarga|jewargi|jewargi north|gulbarga|jewargi|jewargi north|9324|1.0
gulbarga|jewargi|jewargi south|gulbarga|jewargi|jewargi south|9325|1.0
gulbarga|jewargi|kadkol|gulbarga|jewargi|kadkol|9326|1.0
gulbarga|jewargi|kolakur|gulbarga|jewargi|kolakur|950|1.0
gulbarga|jewargi|malli|gulbarga|jewargi|malli|951|1.0
gulbarga|jewargi|mandewal|gulbarga|jewargi|mandewal|952|1.0
gulbarga|jewargi|naribol|gulbarga|jewargi|naribol|955|1.0
gulbarga|jewargi|nelogi|gulbarga|jewargi|nelogi|953|1.0
gulbarga|jewargi|wadgera|gulbarga|jewargi|wadgera|9327|1.0
gulbarga|jewargi|yedrami|gulbarga|jewargi|yedrami|954|1.0
gulbarga|sedam|adaki|gulbarga|sedam|adaki|3316|1.0
gulbarga|sedam|duganoor|gulbarga|sedam|duganoor|9444|1.0
gulbarga|sedam|habala ( t )|gulbarga|sedam|habala ( t )|3327|1.0
gulbarga|sedam|kanagadda|gulbarga|sedam|kanagadda|3317|1.0
gulbarga|sedam|kodala|gulbarga|sedam|kodala|3318|1.0
gulbarga|sedam|kolakunda|gulbarga|sedam|kolakunda|3319|1.0
gulbarga|sedam|kurkunta|gulbarga|sedam|kurkunta|3320|1.0
gulbarga|sedam|lingampalli|gulbarga|sedam|lingampalli|9445|1.0
gulbarga|sedam|madana|gulbarga|sedam|madana|3321|1.0
gulbarga|sedam|malkhed|gulbarga|sedam|malkhed|3322|1.0
gulbarga|sedam|motakpalli|gulbarga|sedam|motakpalli|3323|1.0
gulbarga|sedam|mudhol|gulbarga|sedam|mudhol|3324|1.0
gulbarga|sedam|mudhol urdu|gulbarga|sedam|mudhol urdu|9446|1.0
gulbarga|sedam|neelhalli|gulbarga|sedam|neelhalli|9447|1.0
gulbarga|sedam|ranjol|gulbarga|sedam|ranjol|3325|1.0
gulbarga|sedam|ribbanpalli|gulbarga|sedam|ribbanpalli|9448|1.0
gulbarga|sedam|sedam east|gulbarga|sedam|sedam east|9449|1.0
gulbarga|sedam|sedam urdu|gulbarga|sedam|sedam urdu|9450|1.0
gulbarga|sedam|sedam west|gulbarga|sedam|sedam west|9451|1.0
gulbarga|sedam|udagi|gulbarga|sedam|udagi|9452|1.0
hassan|alur|alur|hassan|alur|alur|2516|1.0
hassan|alur|hanchuru|hassan|alur|hanchuru|2517|1.0
hassan|alur|hunasavally|hassan|alur|hunasavally|2519|1.0
hassan|alur|kanathur|hassan|alur|kanathur|2518|1.0
hassan|alur|k hosakote|hassan|alur|k hosakote|2523|1.0
hassan|alur|kunduru|hassan|alur|kunduru|2524|1.0
hassan|alur|magge|hassan|alur|magge|2522|1.0
hassan|alur|palya|hassan|alur|palya|2521|1.0
hassan|arakalagudu|bannur|hassan|arakalagudu|bannur|2529|1.0
hassan|arakalagudu|belavadi|hassan|arakalagudu|belavadi|2525|1.0
hassan|arakalagudu|bychanahally|hassan|arakalagudu|bychanahally|2530|1.0
hassan|arakalagudu|chikkarakalagud colony|hassan|arakalagudu|chikkarakalagud colony|2537|1.0
hassan|arakalagudu|dodda bemmathi|hassan|arakalagudu|dodda bemmathi|2528|1.0
hassan|arakalagudu|doddamagge|hassan|arakalagudu|doddamagge|2534|1.0
hassan|arakalagudu|h r p colony|hassan|arakalagudu|h r p colony|2536|1.0
hassan|arakalagudu|keralapura|hassan|arakalagudu|keralapura|2527|1.0
hassan|arakalagudu|konanur|hassan|arakalagudu|konanur|2526|1.0
hassan|arakalagudu|mallipattana|hassan|arakalagudu|mallipattana|2533|1.0
hassan|arakalagudu|pete arakalagud|hassan|arakalagudu|pete arakalagud|2538|1.0
hassan|arakalagudu|ramanathapura|hassan|arakalagudu|ramanathapura|2531|1.0
hassan|arakalagudu|rudrapattana|hassan|arakalagudu|rudrapattana|2532|1.0
hassan|arakalagudu|santhemarur|hassan|arakalagudu|santhemarur|2535|1.0
hassan|arasikere|aggunda|hassan|arasikere|aggunda|2546|1.0
hassan|arasikere|arasikere town|hassan|arasikere|arasikere town|2543|1.0
hassan|arasikere|bageshpura|hassan|arasikere|bageshpura|2541|1.0
hassan|arasikere|banavara|hassan|arasikere|banavara|2545|1.0
hassan|arasikere|belagumba|hassan|arasikere|belagumba|2547|1.0
hassan|arasikere|chagachagere|hassan|arasikere|chagachagere|2544|1.0
hassan|arasikere|chindenahally gate|hassan|arasikere|chindenahally gate|2540|1.0
hassan|arasikere|doddametikurke|hassan|arasikere|doddametikurke|2548|1.0
hassan|arasikere|gandasi|hassan|arasikere|gandasi|2552|1.0
hassan|arasikere|harana hally|hassan|arasikere|harana hally|2542|1.0
hassan|arasikere|hiriyuru|hassan|arasikere|hiriyuru|2553|1.0
hassan|arasikere|javagal|hassan|arasikere|javagal|2550|1.0
hassan|arasikere|jc pura|hassan|arasikere|jc pura|2554|1.0
hassan|arasikere|kanakatte|hassan|arasikere|kanakatte|2549|1.0
hassan|arasikere|kuruvanka|hassan|arasikere|kuruvanka|2551|1.0
hassan|arasikere|undiganalu|hassan|arasikere|undiganalu|2539|1.0
hassan|belur|adagur|hassan|belur|adagur|2565|1.0
hassan|belur|arehally|hassan|belur|arehally|2570|1.0
hassan|belur|belur|hassan|belur|belur|2564|1.0
hassan|belur|bikkodu|hassan|belur|bikkodu|2559|1.0
hassan|belur|gangur|hassan|belur|gangur|2566|1.0
hassan|belur|gendehally|hassan|belur|gendehally|2560|1.0
hassan|belur|hagare|hassan|belur|hagare|2561|1.0
hassan|belur|halebeedu|hassan|belur|halebeedu|2568|1.0
hassan|belur|hebbalu|hassan|belur|hebbalu|2558|1.0
hassan|belur|karagada|hassan|belur|karagada|2571|1.0
hassan|belur|norway|hassan|belur|norway|2563|1.0
hassan|belur|sankenahally|hassan|belur|sankenahally|2567|1.0
hassan|belur|thagare|hassan|belur|thagare|2569|1.0
hassan|belur|tholalu|hassan|belur|tholalu|2562|1.0
hassan|channarayapatna|akkanahalli|hassan|channarayapatna|akkanahalli|9700|1.0
hassan|hassan|ankapura|hassan|hassan|ankapura|9701|1.0
hassan|holenarasipura|bidarakka|hassan|holenarasipura|bidarakka|9702|1.0
hassan|sakaleshapura|anemahal|hassan|sakaleshapura|anemahal|9703|1.0
haveri|byadagi|bisalahalli|haveri|byadagi|bisalahalli|1433|1.0
haveri|byadagi|byadagi|haveri|byadagi|byadagi|1432|1.0
haveri|byadagi|chikkabasur|haveri|byadagi|chikkabasur|1435|1.0
haveri|byadagi|kaginele|haveri|byadagi|kaginele|1430|1.0
haveri|byadagi|motebennur|haveri|byadagi|motebennur|1431|1.0
haveri|byadagi|shidenur|haveri|byadagi|shidenur|1434|1.0
haveri|byadagi|sudambi|haveri|byadagi|sudambi|1429|1.0
haveri|hanagal|adur|haveri|hanagal|adur|1441|1.0
haveri|hanagal|akkialur|haveri|hanagal|akkialur|1439|1.0
haveri|hanagal|akkialur urdu|haveri|hanagal|akkialur urdu|1445|1.0
haveri|hanagal|bammanalli|haveri|hanagal|bammanalli|1437|1.0
haveri|hanagal|belagalpet|haveri|hanagal|belagalpet|1440|1.0
haveri|hanagal|chikkaunashi hosur|haveri|hanagal|chikkaunashi hosur|1444|1.0
haveri|hanagal|kusnur|haveri|hanagal|kusnur|1446|1.0
haveri|hanagal|naregal|haveri|hanagal|naregal|1436|1.0
haveri|hanagal|sammasagi|haveri|hanagal|sammasagi|1443|1.0
haveri|hanagal|tiluvalli|haveri|hanagal|tiluvalli|1438|1.0
haveri|hanagal|uppunasi|haveri|hanagal|uppunasi|1442|1.0
haveri|haveri|agadi|haveri|haveri|agadi|1455|1.0
haveri|haveri|devagiri|haveri|haveri|devagiri|1453|1.0
haveri|haveri|guttal|haveri|haveri|guttal|1450|1.0
haveri|haveri|haveri|haveri|haveri|haveri|1447|1.0
haveri|haveri|haveri urdu|haveri|haveri|haveri urdu|1448|1.0
haveri|haveri|haveri west|haveri|haveri|haveri west|1449|1.0
haveri|haveri|hosaritti|haveri|haveri|hosaritti|1454|1.0
haveri|haveri|kabbur|haveri|haveri|kabbur|1452|1.0
haveri|haveri|marol|haveri|haveri|marol|1451|1.0
haveri|hirekerur|chikkerur|haveri|hirekerur|chikkerur|1463|1.0
haveri|hirekerur|hamsabhavi|haveri|hirekerur|hamsabhavi|1465|1.0
haveri|hirekerur|hirekabbar|haveri|hirekerur|hirekabbar|1461|1.0
haveri|hirekerur|hirekerur|haveri|hirekerur|hirekerur|1456|1.0
haveri|hirekerur|hosakatti|haveri|hirekerur|hosakatti|1464|1.0
haveri|hirekerur|kadur|haveri|hirekerur|kadur|1462|1.0
haveri|hirekerur|masur|haveri|hirekerur|masur|1458|1.0
haveri|hirekerur|rattihalli|haveri|hirekerur|rattihalli|1457|1.0
haveri|hirekerur|tavaragi|haveri|hirekerur|tavaragi|1460|1.0
haveri|hirekerur|yattinahalli|haveri|hirekerur|yattinahalli|1459|1.0
haveri|ranebennur|halageri|haveri|ranebennur|halageri|1470|1.0
haveri|ranebennur|hirebidari|haveri|ranebennur|hirebidari|1473|1.0
haveri|ranebennur|itagi|haveri|ranebennur|itagi|1476|1.0
haveri|ranebennur|kakol|haveri|ranebennur|kakol|1472|1.0
haveri|ranebennur|makanur|haveri|ranebennur|makanur|1469|1.0
haveri|ranebennur|ranebennur no 1|haveri|ranebennur|ranebennur no 1|1466|1.0
haveri|ranebennur|ranebennur no 2|haveri|ranebennur|ranebennur no 2|1467|1.0
haveri|ranebennur|ranebennur no 3|haveri|ranebennur|ranebennur no 3|1468|1.0
haveri|ranebennur|rural urdu|haveri|ranebennur|rural urdu|1477|1.0
haveri|ranebennur|urban urdu|haveri|ranebennur|urban urdu|9645|1.0
haveri|savanur|huralikoppa|haveri|savanur|huralikoppa|1482|1.0
haveri|savanur|kadakol|haveri|savanur|kadakol|1483|1.0
haveri|savanur|kalakoti|haveri|savanur|kalakoti|1481|1.0
haveri|savanur|karadagi|haveri|savanur|karadagi|1479|1.0
haveri|savanur|savanur|haveri|savanur|savanur|1478|1.0
haveri|savanur|tavarmellahalli|haveri|savanur|tavarmellahalli|1480|1.0
haveri|shiggoan|bankapur|haveri|shiggoan|bankapur|1487|1.0
haveri|shiggoan|chandapur|haveri|shiggoan|chandapur|1485|1.0
haveri|shiggoan|dhundasi|haveri|shiggoan|dhundasi|1484|1.0
haveri|shiggoan|hirebendigeri|haveri|shiggoan|hirebendigeri|1488|1.0
haveri|shiggoan|hulagur|haveri|shiggoan|hulagur|1489|1.0
haveri|shiggoan|konankeri|haveri|shiggoan|konankeri|1490|1.0
haveri|shiggoan|narayanpur|haveri|shiggoan|narayanpur|1486|1.0
haveri|shiggoan|shiggaon|haveri|shiggoan|shiggaon|1491|1.0
kodagu|madikeri|cherambane|kodagu|madikeri|cherambane|2718|1.0
kodagu|madikeri|chettalli|kodagu|madikeri|chettalli|2719|1.0
kodagu|madikeri|karike|kodagu|madikeri|karike|2725|1.0
kodagu|madikeri|madikeri|kodagu|madikeri|madikeri|2720|1.0
kodagu|madikeri|mekeri|kodagu|madikeri|mekeri|2726|1.0
kodagu|madikeri|sampaje|kodagu|madikeri|sampaje|2724|1.0
kodagu|somavarpet|bessur|kodagu|somavarpet|bessur|2736|1.0
kodagu|somavarpet|gonimarur|kodagu|somavarpet|gonimarur|2738|1.0
kodagu|somavarpet|gowdali|kodagu|somavarpet|gowdali|2737|1.0
kodagu|somavarpet|handli|kodagu|somavarpet|handli|2727|1.0
kodagu|somavarpet|hebbale|kodagu|somavarpet|hebbale|2728|1.0
kodagu|somavarpet|kodlipet|kodagu|somavarpet|kodlipet|2729|1.0
kodagu|somavarpet|kudige|kodagu|somavarpet|kudige|2735|1.0
kodagu|somavarpet|kushalnagar|kodagu|somavarpet|kushalnagar|2730|1.0
kodagu|somavarpet|madapur|kodagu|somavarpet|madapur|2731|1.0
kodagu|somavarpet|najrayapatana|kodagu|somavarpet|najrayapatana|2739|1.0
kodagu|somavarpet|santalli|kodagu|somavarpet|santalli|2732|1.0
kodagu|somavarpet|somvarpet|kodagu|somavarpet|somvarpet|2733|1.0
kodagu|somavarpet|suntikoppa|kodagu|somavarpet|suntikoppa|2734|1.0
kodagu|virajpet|ammathi vantiangadi|kodagu|virajpet|ammathi vantiangadi|2750|1.0
kodagu|virajpet|ammatti|kodagu|virajpet|ammatti|2740|1.0
kodagu|virajpet|balele|kodagu|virajpet|balele|2741|1.0
kodagu|virajpet|gonikoppal|kodagu|virajpet|gonikoppal|2748|1.0
kodagu|virajpet|kalthodu|kodagu|virajpet|kalthodu|2749|1.0
kodagu|virajpet|kutta|kodagu|virajpet|kutta|2743|1.0
kodagu|virajpet|mayamudi|kodagu|virajpet|mayamudi|2752|1.0
kodagu|virajpet|ponnampet|kodagu|virajpet|ponnampet|2745|1.0
kodagu|virajpet|thithimathi|kodagu|virajpet|thithimathi|2751|1.0
kodagu|virajpet|t. shettigeri|kodagu|virajpet|t. shettigeri|2746|1.0
kodagu|virajpet|virajpet|kodagu|virajpet|virajpet|2747|1.0
kolar|bangarapete|balamande|kolar|bangarapete|balamande|2179|1.0
kolar|bangarapete|bangarpet|kolar|bangarapete|bangarpet|2166|1.0
kolar|bangarapete|bethamangala|kolar|bangarapete|bethamangala|2168|1.0
kolar|bangarapete|boodikote|kolar|bangarapete|boodikote|2171|1.0
kolar|bangarapete|gajaga|kolar|bangarapete|gajaga|2177|1.0
kolar|bangarapete|hudukula|kolar|bangarapete|hudukula|2176|1.0
kolar|bangarapete|karadaguru|kolar|bangarapete|karadaguru|2180|1.0
kolar|bangarapete|kyasamballi|kolar|bangarapete|kyasamballi|2167|1.0
kolar|bangarapete|n.g. hulkur|kolar|bangarapete|n.g. hulkur|2181|1.0
kolar|bangarapete|s madamangala|kolar|bangarapete|s madamangala|2169|1.0
kolar|bangarapete|sundarapalya|kolar|bangarapete|sundarapalya|2170|1.0
kolar|bangarapete|t.gollahalli|kolar|bangarapete|t.gollahalli|2178|1.0
kolar|bangarapete|yelesandra|kolar|bangarapete|yelesandra|9520|1.0
kolar|k g f|b.e.m.l nagar|kolar|k g f|b.e.m.l nagar|2253|1.0
kolar|k g f|dasarahosahalli|kolar|k g f|dasarahosahalli|2424|1.0
kolar|k g f|gonamakanahalli|kolar|k g f|gonamakanahalli|2184|1.0
kolar|k g f|kalavanchi|kolar|k g f|kalavanchi|2183|1.0
kolar|k g f|kamasamudra|kolar|k g f|kamasamudra|2172|1.0
kolar|k g f|kgf urdu|kolar|k g f|kgf urdu|9519|1.0
kolar|k g f|mavahalli|kolar|k g f|mavahalli|9543|1.0
kolar|k g f|oorgaumpet|kolar|k g f|oorgaumpet|2254|1.0
kolar|k g f|robertsonpet|kolar|k g f|robertsonpet|2175|1.0
kolar|kolar|abbani|kolar|kolar|abbani|2202|1.0
kolar|kolar|annihalli (manighatta)|kolar|kolar|annihalli (manighatta)|2195|1.0
kolar|kolar|arabikothanur|kolar|kolar|arabikothanur|2199|1.0
kolar|kolar|beglihosahalli|kolar|kolar|beglihosahalli|2193|1.0
kolar|kolar|darga (urdu-2)|kolar|kolar|darga (urdu-2)|9524|1.0
kolar|kolar|harathi|kolar|kolar|harathi|9593|1.0
kolar|kolar|holur|kolar|kolar|holur|2190|1.0
kolar|kolar|huthur|kolar|kolar|huthur|9594|1.0
kolar|kolar|itharasanahalli|kolar|kolar|itharasanahalli|9595|1.0
kolar|kolar|joohalli (urdu-1)|kolar|kolar|joohalli (urdu-1)|9596|1.0
kolar|kolar|kadahalli|kolar|kolar|kadahalli|9597|1.0
kolar|kolar|kamalamahadi|kolar|kolar|kamalamahadi|9525|1.0
kolar|kolar|kodikannur|kolar|kolar|kodikannur|9521|1.0
