       district       |       block        |                name                |  id  |  id  |  id   
 belgaum              | belgaum rural      | matche                             |413|458|675
 belgaum              | belgaum rural      | mutaga                             |413|458|676
 belgaum              | belgaum rural      | muchandi                           |413|458|679
 belgaum              | belgaum rural      | halga                              |413|458|680
 belgaum              | belgaum rural      | kangrali kh                        |413|458|681
 belgaum              | belgaum rural      | kakti                              |413|458|682
 belgaum              | belgaum rural      | yallur                             |413|458|683
 belgaum              | belgaum rural      | santibastwad                       |413|458|684
 belgaum              | belgaum rural      | marihal                            |413|458|685
 belgaum              | belgaum rural      | balekundri kh                      |413|458|9804
 belgaum              | belgaum rural      | bhendigeri                         |413|458|9805
 belgaum              | belgaum rural      | bhutaramatti                       |413|458|9806
 belgaum              | belgaum rural      | desur                              |413|458|9807
 belgaum              | belgaum rural      | dhamne s                           |413|458|9808
 belgaum              | belgaum rural      | dharanatti                         |413|458|9809
 belgaum              | belgaum rural      | handignur                          |413|458|9810
 belgaum              | belgaum rural      | kangrali bk                        |413|458|9811
 belgaum              | belgaum rural      | kk koppa                           |413|458|9812
 belgaum              | belgaum rural      | mannur                             |413|458|9813
 belgaum              | belgaum rural      | uchagaon                           |413|458|9814
 belgaum              | khanapur           | bidi                               |413|459|686
 belgaum              | khanapur           | gunji                              |413|459|687
 belgaum              | khanapur           | idalhond                           |413|459|688
 belgaum              | khanapur           | jamboti                            |413|459|689
 belgaum              | khanapur           | kakkeri                            |413|459|690
 belgaum              | khanapur           | londa                              |413|459|691
 belgaum              | khanapur           | nandgad                            |413|459|692
 belgaum              | khanapur           | parishwad                          |413|459|693
 belgaum              | khanapur           | tolagi                             |413|459|694
 belgaum              | khanapur           | ramgurwadi                         |413|459|695
 belgaum              | khanapur           | kanakumbi                          |413|459|696
 belgaum              | khanapur           | shiroli                            |413|459|697
 belgaum              | khanapur           | halashi                            |413|459|698
 belgaum              | khanapur           | khanapur                           |413|459|699
 belgaum              | khanapur           | bailur                             |413|459|9815
 belgaum              | khanapur           | baragaon                           |413|459|9816
 belgaum              | khanapur           | bhuranki                           |413|459|9817
 belgaum              | khanapur           | bijagarni                          |413|459|9818
 belgaum              | khanapur           | chapgaon                           |413|459|9819
 belgaum              | khanapur           | devalatti                          |413|459|9820
 belgaum              | khanapur           | halaga                             |413|459|9821
 belgaum              | khanapur           | hiremunolli                        |413|459|9822
 belgaum              | khanapur           | honakal                            |413|459|9823
 belgaum              | khanapur           | itagi                              |413|459|9824
 belgaum              | khanapur           | mangyankoppa                       |413|459|9825
 belgaum              | khanapur           | mohishet                           |413|459|9826
 belgaum              | khanapur           | nagargali                          |413|459|9827
 belgaum              | khanapur           | nilawade                           |413|459|9828
 belgaum              | ramdurg            | sureban                            |413|460|700
 belgaum              | ramdurg            | katkol                             |413|460|701
 belgaum              | ramdurg            | hulkund                            |413|460|702
