dist|blck|clst|village|pin|dise|name|dist|blck|clst|klpid|name|dise
 CHITRADURGA          | HOLALKERE          | H.D.PURA                           | NALLIKATTE                       |577557|29130416101| HPS NELLIKATTE| chitradurga       | holalkere          | h.d.pura                  |13025| HPS NELLIKATTE                                             |29130416101
 CHITRADURGA          | HOLALKERE          | H.D.PURA                           | KASAVANAHALLI                    |577557|29130417301| GLPS KASAVANAHALLI| chitradurga       | holalkere          | h.d.pura                  |13030| GLPS KASAVANAHALLI                                         |29130417301
 CHITRADURGA          | HOLALKERE          | THEKALAVATTI                       | SANGENAHALLI                     |577557|29130417601| GLPS SANGENAHALLI| chitradurga       | holalkere          | h.d.pura                  |13031| GLPS SANGENAHALLI                                          |29130417601
 CHITRADURGA          | HOLALKERE          | THEKALAVATTI                       | KOLAHAL                          |577557|29130417801| HPS KOLLAL| chitradurga       | holalkere          | h.d.pura                  |13034| HPS KOLLAL                                                 |29130417801
 CHITRADURGA          | HOLALKERE          | THEKALAVATTI                       | KOLAHAL                          |577557|29130417802| LPS MUDDAPPANAHATTI| chitradurga       | holalkere          | h.d.pura                  |13035| LPS MUDDAPPANAHATTI                                        |29130417802
 CHITRADURGA          | HOLALKERE          | THEKALAVATTI                       | KOLAHAL                          |577557|29130417803| LPS KADIREDEVARAHATTI| chitradurga       | holalkere          | h.d.pura                  |13036| LPS KADIREDEVARAHATTI                                      |29130417803
 CHITRADURGA          | HOLALKERE          | THEKALAVATTI                       | CHOWDGONDANAHALLI                |577557|29130418301| HPS C.D.HALLI| chitradurga       | holalkere          | h.d.pura                  |13041| HPS C.D.HALLI                                              |29130418301
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | NANADANAHOSUR                    |577557|29130418401| HPS NANDANAHOSUR| chitradurga       | holalkere          | h.d.pura                  |13042| HPS NANDANAHOSUR                                           |29130418401
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | NANADANAHOSUR                    |577557|29130418402| LPS N.D.H.GOLLARAHATTI| chitradurga       | holalkere          | h.d.pura                  |13043| LPS N.D.H.GOLLARAHATTI                                     |29130418402
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | BUDHIPURA                        |577557|29130419301| GLPS BUDHIPURA| chitradurga       | holalkere          | h.d.pura                  |13045| GLPS BUDHIPURA                                             |29130419301
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | HALENAHALLI                      |577557|29130419401| GLPS HALENAHALLY| chitradurga       | holalkere          | h.d.pura                  |13046| GLPS HALENAHALLY                                           |29130419401
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | UPPARIGENAHALLI                  |577557|29130419501| GHPS UPPARIGENAHALLI| chitradurga       | holalkere          | h.d.pura                  |13047| GHPS UPPARIGENAHALLI                                       |29130419501
 CHITRADURGA          | HOLALKERE          | HOLALKERE URDU                     | UPPARIGENAHALLI                  |577557|29130419502| GULPS UPPARIGENAHALLI| chitradurga       | holalkere          | holalkere urdu            |13048| GULPS UPPARIGENAHALLI                                      |29130419502
 CHITRADURGA          | HOLALKERE          | UPPARIGENAHALLI                    | GOOLIHOSAHALLI                   |577557|29130419801| HPS G.H.HALLI| chitradurga       | holalkere          | h.d.pura                  |13049| HPS G.H.HALLI                                              |29130419801
 CHITRADURGA          | HOLALKERE          | H.D.PURA                           | BORENAHALLI                      |577557|29130421701| LPS BORENAHALLI| chitradurga       | holalkere          | h.d.pura                  |13050| LPS BORENAHALLI                                            |29130421701
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | R.NULENURU                       |577539|29130405001| HPS R.NULENURU| chitradurga       | holalkere          | ramagiri                  |13052| HPS R.NULENURU                                             |29130405001
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | R.NULENURU                       |577539|29130405002| LPS R.NULENURU LAMBANIHATTI| chitradurga       | holalkere          | ramagiri                  |13053| LPS R.NULENURU LAMBANIHATTI                                |29130405002
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | HANUMALI                         |577531|29130405501| HPS HANUMALI| chitradurga       | holalkere          | ramagiri                  |13054| HPS HANUMALI                                               |29130405501
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | RANGAPURA                        |577539|29130405601| HPS RANGAPURA| chitradurga       | holalkere          | ramagiri                  |13055| HPS RANGAPURA                                              |29130405601
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | RANGAPURA                        |577539|29130405602| LPS R.LAMBANIHATTI| chitradurga       | holalkere          | ramagiri                  |13056| LPS R.LAMBANIHATTI                                         |29130405602
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | T. VADERA HALLI                  |577539|29130406201| LPS T.VADERAHALLI| chitradurga       | holalkere          | ramagiri                  |13058| LPS T.VADERAHALLI                                          |29130406201
 CHITRADURGA          | HOLALKERE          | RAMAGIRI                           | RAMGIRI                          |577539|29130406401| HPS RAMAGIRI| chitradurga       | holalkere          | ramagiri                  |13059| HPS RAMAGIRI                                               |29130406401
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | MUDDAPURA                        |577554|29130407702| LPS MUDDAPURA| chitradurga       | holalkere          | ramagiri                  |13060| LPS MUDDAPURA                                              |29130407702
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | BIDARIKERE                       |577554|29130407801| HPS BIDARIKERE| chitradurga       | holalkere          | ramagiri                  |13062| HPS BIDARIKERE                                             |29130407801
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | BIDARIKERE                       |577554|29130407802| LPS B.GOLLARAHATTI| chitradurga       | holalkere          | ramagiri                  |13063| LPS B.GOLLARAHATTI                                         |29130407802
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | BIDARIKERE                       |577554|29130407803| LPS B.LAMBANIHATTI| chitradurga       | holalkere          | ramagiri                  |13064| LPS B.LAMBANIHATTI                                         |29130407803
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | BIDARIKERE                       |577554|29130407805| LPSBELLARI HATTI| chitradurga       | holalkere          | ramagiri                  |13065| LPSBELLARI HATTI                                           |29130407805
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | MALENAHALLI                      |577554|29130407901| LPS MALLENAHALLI| chitradurga       | holalkere          | ramagiri                  |13066| LPS MALLENAHALLI                                           |29130407901
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | GUNDASAMUDRA                     |577539|29130408201| HPS GUNDASAMUDRA| chitradurga       | holalkere          | ramagiri                  |13067| HPS GUNDASAMUDRA                                           |29130408201
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | CHANNASAMUDRA                    |577554|29130408401| LPS CHANNASAMUDRA| chitradurga       | holalkere          | ramagiri                  |13068| LPS CHANNASAMUDRA                                          |29130408401
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | BOMMANAHALLI                     |577554|29130408501| HPS BOMMANAHALLI| chitradurga       | holalkere          | ramagiri                  |13069| HPS BOMMANAHALLI                                           |29130408501
 CHITRADURGA          | HOLALKERE          | BIDARAKERE                         | JAKKANAHALLI                     |577539|29130422101| LPS JAKKANAHALLI| chitradurga       | holalkere          | ramagiri                  |13070| LPS JAKKANAHALLI                                           |29130422101
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | DEVARAHOSAHALLI                  |577539|29130407301| HPS DEVARAHOSAHALLI| chitradurga       | holalkere          | talikatte                 |13076| HPS DEVARAHOSAHALLI                                        |29130407301
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | DEVARAHOSAHALLI                  |577539|29130407302| LPS D H LAM HATTY| chitradurga       | holalkere          | talikatte                 |13077| LPS D H LAM HATTY                                          |29130407302
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | THUPPADAHALLI                    |577539|29130407401| HPS THUPPADAHALLI| chitradurga       | holalkere          | talikatte                 |13078| HPS THUPPADAHALLI                                          |29130407401
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | THUPPADAHALLI                    |577539|29130407402| LPS T.LAMBANIHATTI| chitradurga       | holalkere          | talikatte                 |13079| LPS T.LAMBANIHATTI                                         |29130407402
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | SINGENAHALLI                     |577539|29130407501| HPS SINGENAHALLI| chitradurga       | holalkere          | talikatte                 |13080| HPS SINGENAHALLI                                           |29130407501
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | SINGENAHALLI                     |577539|29130407502| LPS S.LAMBANIHATTI| chitradurga       | holalkere          | talikatte                 |13081| LPS S.LAMBANIHATTI                                         |29130407502
 CHITRADURGA          | HOLALKERE          | TALIKATTE                          | KANIVEHALLI                      |577539|29130417501| GLPS KANIVEHALLI| chitradurga       | holalkere          | talikatte                 |13082| GLPS KANIVEHALLI                                           |29130417501
 CHITRADURGA          | HOLALKERE          | ADANURU                            | ADNURU                           |577526|29130401503| Glps Maddenahatti| chitradurga       | holalkere          | holalkere                 |13083| Glps Maddenahatti                                          |29130401503
 CHITRADURGA          | HOLALKERE          | SHIVAGANGA                         | HOLALKERE                        |577526|29130402705| GHPS GILIKENAHALLI| chitradurga       | holalkere          | holalkere                 |13084| GHPS GILIKENAHALLI                                         |29130402705
 CHITRADURGA          | HOLALKERE          | SHIVAGANGA                         | GILIKENAHALLI                    |577526|29130401201| GLPS GARAGANAGARA| chitradurga       | holalkere          | holalkere                 |13085| GLPS GARAGANAGARA                                          |29130401201
 CHITRADURGA          | HOLALKERE          | SHIVAGANGA                         | SHIVAGANGA                       |577526|29130415601| GMHPS SHIVAGANGA| chitradurga       | holalkere          | holalkere                 |13088| GMHPS SHIVAGANGA                                           |29130415601
 CHITRADURGA          | HOLALKERE          | HOLALKERE                          | HOLALKERE TOWN                   |577526|29130420201| HPS NES COLONY| chitradurga       | holalkere          | holalkere                 |13089| HPS NES COLONY                                             |29130420201
 CHITRADURGA          | HOLALKERE          | HOLALKERE URDU                     | WARD6                            |577526|29130420701| GUHPS BOYS| chitradurga       | holalkere          | holalkere urdu            |13091| GUHPS BOYS                                                 |29130420701
 CHITRADURGA          | HOLALKERE          | HOLALKERE URDU                     | WARD9                            |577526|29130421001| GHPS URDU KOTE HLK| chitradurga       | holalkere          | holalkere urdu            |13093|  GHPS URDU KOTE HLK                                        |29130421001
 CHITRADURGA          | HOLALKERE          | HOLALKERE                          | WARD10                           |577526|29130421102| GLPS SHIVALINGAPPANAGARA| chitradurga       | holalkere          | holalkere                 |13094| GLPS SHIVALINGAPPANAGARA                                   |29130421102
 CHITRADURGA          | HOLALKERE          | HOLALKERE URDU                     | WARD10                           |577526|29130421104| GLPS URDU SHIVALINGAPPANAGARA| chitradurga       | holalkere          | holalkere urdu            |13095| GLPS URDU SHIVALINGAPPANAGARA                              |29130421104
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | K SANGENAHALLI                   |577527|29130506901| GLPS B V NAGARA| chitradurga       | hosadurga          | hosdurga town             |13098| GLPS B V NAGARA                                            |29130506901
 CHITRADURGA          | HOSADURGA          | BAGURU                             | LAKKENAHALLI                     |577527|29130509501| GLPS LAKKENAHALLI| chitradurga       | hosadurga          | hosdurga town             |13099| GLPS LAKKENAHALLI                                          |29130509501
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | NARASIPURA                       |577527|29130510101| GLPS NARASIPURA| chitradurga       | hosadurga          | devapura                  |13100| GLPS NARASIPURA                                            |29130510101
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | CHINNAPURA                       |577527|29130510501| GLPS CHINNAPURA| chitradurga       | hosadurga          | hosdurga town             |13101| GLPS CHINNAPURA                                            |29130510501
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | CHINNAPURA                       |577527|29130510502| GLPS SANKAYYANAHATTI| chitradurga       | hosadurga          | hosdurga town             |13102| GLPS SANKAYYANAHATTI                                       |29130510502
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511101| GHPS DEVAPURA| chitradurga       | hosadurga          | devapura                  |13103| GHPS DEVAPURA                                              |29130511101
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511102| GLPS AKKITHIMMAYANAHATTI| chitradurga       | hosadurga          | devapura                  |13104| GLPS AKKITHIMMAYANAHATTI                                   |29130511102
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | NAGATHIHALLI                     |577527|29130530201| GLPS NAGATHIHALLI| chitradurga       | hosadurga          | devapura                  |13105| GLPS NAGATHIHALLI                                          |29130530201
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511105| GLPS BOCHENAHALLI| chitradurga       | hosadurga          | devapura                  |13106| GLPS BOCHENAHALLI                                          |29130511105
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511109| GHPS KODIHALLI| chitradurga       | hosadurga          | devapura                  |13107| GHPS KODIHALLI                                             |29130511109
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511108| GLPS GALABENAHALLI| chitradurga       | hosadurga          | devapura                  |13108| GLPS GALABENAHALLI                                         |29130511108
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | HONNENAHALLI                     |577527|29130513501| GHPS HONNENAHALLI| chitradurga       | hosadurga          | devapura                  |13109| GHPS HONNENAHALLI                                          |29130513501
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | MADURE                           |577527|29130514501| GHPS MADURE| chitradurga       | hosadurga          | hosdurga town             |13112| GHPS MADURE                                                |29130514501
 CHITRADURGA          | HOSADURGA          | BAGURU                             | MANTENAHALLI                     |577554|29130515001| GHPS MANTENAHALLI| chitradurga       | hosadurga          | hosdurga town             |13113| GHPS MANTENAHALLI                                          |29130515001
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | WARD1                            |577527|29130518601| GLPS NES COLONY| chitradurga       | hosadurga          | hosdurga town             |13114| GLPS NES COLONY                                            |29130518601
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | WARD11                           |577527|29130519601| GHPS [MAIN] HOSDURGA| chitradurga       | hosadurga          | hosdurga town             |13117| GHPS [MAIN] HOSDURGA                                       |29130519601
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | KAPPAGERE                        |577527|29130507201| GHPS KAPPAGERE| chitradurga       | hosadurga          | hunavinadu                |13121| GHPS KAPPAGERE                                             |29130507201
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | KAPPAGERE                        |577527|29130507202| GLPS SIDDAPPANAHATTI| chitradurga       | hosadurga          | hunavinadu                |13122| GLPS SIDDAPPANAHATTI                                       |29130507202
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | KAPPAGERE                        |577527|29130507203| GLPS KACHAVARA| chitradurga       | hosadurga          | hunavinadu                |13123| GLPS KACHAVARA                                             |29130507203
 CHITRADURGA          | HOSADURGA          | DEVAPURA                           | DEVAPURA                         |577527|29130511106| GLPS MAHALAKSHMIPURA| chitradurga       | hosadurga          | devapura                  |13127| GLPS MAHALAKSHMIPURA                                       |29130511106
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | GORAVINAKALLU                    |577527|29130512401| GHPS GORAVINAKALLU| chitradurga       | hosadurga          | hunavinadu                |13128| GHPS GORAVINAKALLU                                         |29130512401
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | HUNAVINADU                       |577527|29130513901| GHPS HUNAVINADU| chitradurga       | hosadurga          | hunavinadu                |13130| GHPS HUNAVINADU                                            |29130513901
 CHITRADURGA          | HOSADURGA          | ATTIMAGE BHOVIHATTI                | MASANIHALLI                      |577527|29130515201| GLPS MASANIHALLI| chitradurga       | hosadurga          | attimage bhovihatti       |13133| GLPS MASANIHALLI                                           |29130515201
 CHITRADURGA          | HOSADURGA          | ATTIMAGE BHOVIHATTI                | MASANIHALLI                      |577527|29130515202| GLPS M L HATTI| chitradurga       | hosadurga          | attimage bhovihatti       |13134| GLPS M L HATTI                                             |29130515202
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | SODARANAL                        |577527|29130516301| GLPS SODARANAL| chitradurga       | hosadurga          | hunavinadu                |13136| GLPS SODARANAL                                             |29130516301
 CHITRADURGA          | HOSADURGA          | HUNAVINADU                         | JODISRIRANGAPURA                 |577527|29130516801| GLPS JODISRIRANGAPURA| chitradurga       | hosadurga          | hunavinadu                |13137| GLPS JODISRIRANGAPURA                                      |29130516801
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | WARD15                           |577527|29130519901| GHPS[MODELL] HOSDURGA| chitradurga       | hosadurga          | hosdurga town             |13139| GHPS[MODELL] HOSDURGA                                      |29130519901
 CHITRADURGA          | HOSADURGA          | HOSDURGA TOWN                      | WARD15                           |577527|29130519902| GHPS [URDU] HOSDURGA| chitradurga       | hosadurga          | hosdurga town             |13140| GHPS [URDU] HOSDURGA                                       |29130519902
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | KACHAPURA                        |577542|29130505401| GLPS KACHAPURA| chitradurga       | hosadurga          | srirampura                |13142| GLPS KACHAPURA                                             |29130505401
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | KURABARAHALLI                    |577542|29130509201| GHPS KURABARAHALLI| chitradurga       | hosadurga          | srirampura                |13143| GHPS KURABARAHALLI                                         |29130509201
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | HEGGERE                          |577542|29130513201| GHPS HEGGERE| chitradurga       | hosadurga          | srirampura                |13144| GHPS HEGGERE                                               |29130513201
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | HEGGERE                          |577542|29130513202| GHPS OBALAPURA| chitradurga       | hosadurga          | srirampura                |13145| GHPS OBALAPURA                                             |29130513202
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | MALLIHALLI                       |577542|29130514901| GLPS MALLIHALLI| chitradurga       | hosadurga          | srirampura                |13148| GLPS MALLIHALLI                                            |29130514901
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | MYLARAPURA                       |577542|29130516101| GLPS MYLARAPURA| chitradurga       | hosadurga          | srirampura                |13149| GLPS MYLARAPURA                                            |29130516101
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | SOMENAHALLI                      |577542|29130516501| GHPS SOMENAHALLI| chitradurga       | hosadurga          | srirampura                |13150| GHPS SOMENAHALLI                                           |29130516501
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | SRIRAMPURA                       |577542|29130516601| GMHPS SRIRAMPURA| chitradurga       | hosadurga          | srirampura                |13151| GMHPS SRIRAMPURA                                           |29130516601
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | SRIRAMPURA                       |577542|29130516602| GHPS [URDU] SRIRAMPURA| chitradurga       | hosadurga          | srirampura                |13152| GHPS [URDU] SRIRAMPURA                                     |29130516602
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | SRIRAMPURA                       |577542|29130516606| GLPS THOTADA MANE| chitradurga       | hosadurga          | srirampura                |13153| GLPS THOTADA MANE                                          |29130516606
 CHITRADURGA          | HOSADURGA          | GAVIRANGAPURA                      | SUJIKAL                          |577542|29130516901| GHPS SUJIKAL| chitradurga       | hosadurga          | srirampura                |13154| GHPS SUJIKAL                                               |29130516901
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | VENGALAPURA                      |577542|29130517901| GHPS VENGALAPURA| chitradurga       | hosadurga          | srirampura                |13157| GHPS VENGALAPURA                                           |29130517901
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | BALENAHALLI                      |577533|29130501801| GLPS BALENAHALLI| chitradurga       | hosadurga          | kanchipura                |13158| GLPS BALENAHALLI                                           |29130501801
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | D.B.KERE                         |577533|29130502801| GHPS D B KERE| chitradurga       | hosadurga          | kanchipura                |13159| GHPS D B KERE                                              |29130502801
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | D.B.KERE                         |577533|29130502802| GLPS AMMANAHATTI| chitradurga       | hosadurga          | kanchipura                |13160| GLPS AMMANAHATTI                                           |29130502802
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | ITTIGEHALLI                      |577533|29130504301| GLPS ITTIGEHALLI| chitradurga       | hosadurga          | kanchipura                |13161| GLPS ITTIGEHALLI                                           |29130504301
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | ITTIGEHALLI                      |577533|29130504302| GLPS HALETHIMMAPPANA HATTI| chitradurga       | hosadurga          | kanchipura                |13162| GLPS HALETHIMMAPPANA HATTI                                 |29130504302
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | JAYASUVARNAPURA                  |577533|29130504901| GLPS JAYASUVARNAPURA| chitradurga       | hosadurga          | kanchipura                |13163| GLPS JAYASUVARNAPURA                                       |29130504901
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | KAGGALAKATTE                     |577533|29130505901| GHPS KAGGALAKATTE| chitradurga       | hosadurga          | kanchipura                |13165| GHPS KAGGALAKATTE                                          |29130505901
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | KANCHIPURA                       |577533|29130506701| GHPS KANCHIPURA| chitradurga       | hosadurga          | kanchipura                |13167| GHPS KANCHIPURA                                            |29130506701
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | KASAPPANAHALLI                   |577533|29130507701| GHPS KASAPPANAHALLI| chitradurga       | hosadurga          | kanchipura                |13171| GHPS KASAPPANAHALLI                                        |29130507701
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | C.B.KERE                         |577533|29130507901| GHPS C B KERE| chitradurga       | hosadurga          | kanchipura                |13172| GHPS C B KERE                                              |29130507901
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | C.B.KERE                         |577533|29130507903| GLPS SHIVANAGARA| chitradurga       | hosadurga          | kanchipura                |13174| GLPS SHIVANAGARA                                           |29130507903
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | NAGATHIHALLI                     |577533|29130509701| GHPS NAGATHIHALLI| chitradurga       | hosadurga          | kanchipura                |13176| GHPS NAGATHIHALLI                                          |29130509701
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | G.N.KERE                         |577533|29130512601| GHPS G.N.KERE| chitradurga       | hosadurga          | kanchipura                |13177| GHPS G.N.KERE                                              |29130512601
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | LAKSHMADEVARAHALLI               |577533|29130514001| GLPS LAKSHMIDEVARA HALLI| chitradurga       | hosadurga          | kanchipura                |13178| GLPS LAKSHMIDEVARA HALLI                                   |29130514001
 CHITRADURGA          | HOSADURGA          | KANCHIPURA                         | N.N.KATTE                        |577533|29130516201| GHPS NN KATTE| chitradurga       | hosadurga          | kanchipura                |13179| GHPS NN KATTE                                              |29130516201
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | KEREMUNDALAHATTI                 |577533|29130520801| GLPS KEREMUNDALAHATTI| chitradurga       | hosadurga          | doddathekalavatti         |13181| GLPS KEREMUNDALAHATTI                                      |29130520801
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | HARENAHALLI                      |577542|29130501201| GHPS HARENAHALLI| chitradurga       | hosadurga          | s.nerlakere               |13184| GHPS HARENAHALLI                                           |29130501201
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | BACHAVARA                        |577533|29130501501| GLPS BACHAVARA| chitradurga       | hosadurga          | s.nerlakere               |13185| GLPS BACHAVARA                                             |29130501501
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | D.T.VATTI                        |577533|29130503201| GHPS DT VATTI| chitradurga       | hosadurga          | doddathekalavatti         |13186| GHPS DT VATTI                                              |29130503201
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | D.T.VATTI                        |577533|29130503202| GLPS KAVALARA MANE| chitradurga       | hosadurga          | doddathekalavatti         |13187| GLPS KAVALARA MANE                                         |29130503202
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | D.T.VATTI                        |577533|29130503203| GLPS SIRIGONDANA HALLI| chitradurga       | hosadurga          | doddathekalavatti         |13188| GLPS SIRIGONDANA HALLI                                     |29130503203
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | CHIKKAHULLENAHALLI               |577542|29130508801| GLPS CHIKKAHULLENAHALLI| chitradurga       | hosadurga          | s.nerlakere               |13191| GLPS CHIKKAHULLENAHALLI                                    |29130508801
 CHITRADURGA          | HOSADURGA          | DODDATHEKALAVATTI                  | C T VATTI                        |577533|29130509402| GLPS R.D.THANDYA| chitradurga       | hosadurga          | doddathekalavatti         |13192| GLPS R.D.THANDYA                                           |29130509402
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | S NERALA KERE                    |577542|29130510401| GHPS S NERALAKERE| chitradurga       | hosadurga          | s.nerlakere               |13194| GHPS S NERALAKERE                                          |29130510401
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | S NERALA KERE                    |577542|29130510403| GLPS H.A.K.COLONY| chitradurga       | hosadurga          | s.nerlakere               |13196| GLPS H.A.K.COLONY                                          |29130510403
 CHITRADURGA          | HOSADURGA          | SRIRAMPURA                         | SADRAHALLI                       |577542|29130511201| GLPS SADARAHALLI| chitradurga       | hosadurga          | s.nerlakere               |13197| GLPS SADARAHALLI                                           |29130511201
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | HAROGONDANAHALLI                 |577542|29130512901| GLPS HAROGONDANAHALLI| chitradurga       | hosadurga          | s.nerlakere               |13198| GLPS HAROGONDANAHALLI                                      |29130512901
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | HAROGONDANAHALLI                 |577542|29130512902| GHPS URDU SS PALYA| chitradurga       | hosadurga          | s.nerlakere               |13199| GHPS URDU SS PALYA                                         |29130512902
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | SOMASANDRA                       |577542|29130516401| GLPS SOMASANDRA| chitradurga       | hosadurga          | s.nerlakere               |13202| GLPS SOMASANDRA                                            |29130516401
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | SOMASANDRA                       |577542|29130516403| GLPS C T PALYA| chitradurga       | hosadurga          | s.nerlakere               |13204| GLPS C T PALYA                                             |29130516403
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | THONACHENAHALLI                  |577753|29130517401| GHPS THONACHENAHALLI| chitradurga       | hosadurga          | s.nerlakere               |13205| GHPS THONACHENAHALLI                                       |29130517401
 CHITRADURGA          | HOSADURGA          | BELAGURU                           | THUMBINAKERE                     |577527|29130517601| GLPS THUMBINAKERE| chitradurga       | hosadurga          | s.nerlakere               |13206| GLPS THUMBINAKERE                                          |29130517601
 CHITRADURGA          | HOSADURGA          | S.NERALAKERE                       | NAGARAGERE                       |577533|29130520502| GULPS H S PALYA| chitradurga       | hosadurga          | s.nerlakere               |13208| GULPS H S PALYA                                            |29130520502
 CHITRADURGA          | HOSADURGA          | GUDDADANERALAKERE                  | AGASARAHALLI                     |577533|29130500301| GLPS AGASARAHALLI| chitradurga       | hosadurga          | mattodu                   |13209| GLPS AGASARAHALLI                                          |29130500301
 CHITRADURGA          | HOSADURGA          | MATTODU                            | AREHALLI                         |577533|29130501101| GHPS AREHALLI| chitradurga       | hosadurga          | mattodu                   |13211| GHPS AREHALLI                                              |29130501101
 CHITRADURGA          | HOSADURGA          | MATTODU                            | K.P.HALLI                        |577533|29130507301| GHPS K P HALLI| chitradurga       | hosadurga          | mattodu                   |13213| GHPS K P HALLI                                             |29130507301
