dist|blck|clst|village|pin|dise|name|dist|blck|clst|klpid|name|dise
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308809| LPS BENDIGERI| dharwad           | kalghatagi         | kalghatagi                |37489| LPS BENDIGERI                                              |29090308809
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | MACHAPUR                         |581204|29090309202| LPS MACHAPUR| dharwad           | kalghatagi         | kalghatagi                |37490| LPS MACHAPUR                                               |29090309202
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308828| MODEL ENG MED SCH KALGHATAGI| dharwad           | kalghatagi         | kalghatagi                |37491| MODEL ENG MED SCH KALGHATAGI                               |29090308828
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | MACHAPUR                         |581204|29090309201| LPS MACHAPUR LT| dharwad           | kalghatagi         | kalghatagi                |37492| LPS MACHAPUR LT                                            |29090309201
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308811| HPS GANDHINAGAR| dharwad           | kalghatagi         | kalghatagi                |37493| HPS GANDHINAGAR                                            |29090308811
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308810| LPS JP KALGHATAGI| dharwad           | kalghatagi         | kalghatagi                |37494| LPS JP KALGHATAGI                                          |29090308810
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308803| MPKGS KALGHATAGI| dharwad           | kalghatagi         | kalghatagi                |37495| MPKGS KALGHATAGI                                           |29090308803
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308804| HPKBS KALGHATAGI| dharwad           | kalghatagi         | kalghatagi                |37496| HPKBS KALGHATAGI                                           |29090308804
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | B GUDIHAL                        |581104|29090300801| HPUS B GUDIHAL| dharwad           | kalghatagi         | kalghatagi urdu           |37497| HPUS B GUDIHAL                                             |29090300801
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | BAMMIGATTI                       |581204|29090300702| LPUS BAMMIGATTI| dharwad           | kalghatagi         | kalghatagi urdu           |37498| LPUS BAMMIGATTI                                            |29090300702
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | TAMBUR                           |581204|29090308201| LPUS TAMBUR| dharwad           | kalghatagi         | kalghatagi urdu           |37499| LPUS TAMBUR                                                |29090308201
 DHARWAD              | KALGHATAGI         | KALGHATAGI                         | KALGHATAGI                       |581204|29090308806| HPS L.T KALGHATAGI| dharwad           | kalghatagi         | kalghatagi urdu           |37500| HPS L.T KALGHATAGI                                         |29090308806
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | GALAGI HULAKOPPA                 |580118|29090302802| LPUBS G.HULAKOPPA| dharwad           | kalghatagi         | kalghatagi urdu           |37501| LPUBS G.HULAKOPPA                                          |29090302802
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | KALGHATAGI                       |581204|29090308805| HPUS KALGHATAGI| dharwad           | kalghatagi         | kalghatagi urdu           |37502| HPUS KALGHATAGI                                            |29090308805
 DHARWAD              | KALGHATAGI         | KALGHATAGI URDU                    | MISHRIKOTI                       |581196|29090305804| HPUS MISHRIKOTI| dharwad           | kalghatagi         | kalghatagi urdu           |37503| HPUS MISHRIKOTI                                            |29090305804
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | KALAKUNDI                        |581204|29090304701| LPS KALAKUNDI| dharwad           | kalghatagi         | kudalagi                  |37504| LPS KALAKUNDI                                              |29090304701
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | SULIKATTI                        |581204|29090307901| HPS SULIKATTI| dharwad           | kalghatagi         | kudalagi                  |37505| HPS SULIKATTI                                              |29090307901
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | SULIKATTI                        |581204|29090307902| LPS SACCHIDANANDANGR SULIKATTI| dharwad           | kalghatagi         | kudalagi                  |37506| LPS SACCHIDANANDANGR SULIKATTI                             |29090307902
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | MASALIKATTI                      |581204|29090305701| LPS MASALIKATTI| dharwad           | kalghatagi         | kudalagi                  |37507| LPS MASALIKATTI                                            |29090305701
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | DIMBAVALLI                       |581204|29090302401| LPS DIMBAVALLI| dharwad           | kalghatagi         | kudalagi                  |37508| LPS DIMBAVALLI                                             |29090302401
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | KUDALAGI                         |581204|29090305202| HPS KUDALAGI| dharwad           | kalghatagi         | kudalagi                  |37509| HPS KUDALAGI                                               |29090305202
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | HATAKINAHAL                      |581204|29090303601| HPS HATAKINAHAL| dharwad           | kalghatagi         | kudalagi                  |37510| HPS HATAKINAHAL                                            |29090303601
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | KANDLI                           |581204|29090304901| LPS KANDLI| dharwad           | kalghatagi         | kudalagi                  |37511| LPS KANDLI                                                 |29090304901
 DHARWAD              | KALGHATAGI         | KUDALAGI                           | MASALIKATTI                      |581204|29090305702| LPS BAYCHWAD| dharwad           | kalghatagi         | kudalagi                  |37512| LPS BAYCHWAD                                               |29090305702
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | KAMADHENU                        |581196|29090304801| HPS KAMADHENU| dharwad           | kalghatagi         | mishrikoti                |37513| HPS KAMADHENU                                              |29090304801
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | UGGINAKERI                       |581196|29090308501| HPS UGGINAKERI| dharwad           | kalghatagi         | mishrikoti                |37514| HPS UGGINAKERI                                             |29090308501
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | MISHRIKOTI                       |581196|29090305802| MCS MISHRIKOTI| dharwad           | kalghatagi         | mishrikoti                |37515| MCS MISHRIKOTI                                             |29090305802
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | CHALAMATTI                       |581196|29090301701| HPS CHALMATTI| dharwad           | kalghatagi         | mishrikoti                |37516| HPS CHALMATTI                                              |29090301701
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | HAROGERI                         |581196|29090303401| HPS HAROGERI| dharwad           | kalghatagi         | mishrikoti                |37517| HPS HAROGERI                                               |29090303401
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | KADANAKOPPA                      |581196|29090304601| LPS J.P KADANAKOPPA| dharwad           | kalghatagi         | mishrikoti                |37518| LPS J.P KADANAKOPPA                                        |29090304601
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | KADANAKOPPA                      |581196|29090304602| HPS KADANAKOPPA| dharwad           | kalghatagi         | mishrikoti                |37519| HPS KADANAKOPPA                                            |29090304602
 DHARWAD              | KALGHATAGI         | MISHRIKOTI                         | MISHRIKOTI                       |581196|29090305803| HPKGS MISHRIKOTI| dharwad           | kalghatagi         | mishrikoti                |37520| HPKGS MISHRIKOTI                                           |29090305803
 DHARWAD              | KALGHATAGI         | MUKKAL                             | YALAVADAL                        |581204|29090308601| HPS YALAVADAL| dharwad           | kalghatagi         | mukkal                    |37521| HPS YALAVADAL                                              |29090308601
 DHARWAD              | KALGHATAGI         | MUKKAL                             | NELLIHARAVI                      |581204|29090306402| HPS NELLIHARAVI| dharwad           | kalghatagi         | mukkal                    |37522| HPS NELLIHARAVI                                            |29090306402
 DHARWAD              | KALGHATAGI         | MUKKAL                             | ARALIHONDA                       |581204|29090300201| LPS ARALIHONDA| dharwad           | kalghatagi         | mukkal                    |37523| LPS ARALIHONDA                                             |29090300201
 DHARWAD              | KALGHATAGI         | MUKKAL                             | MUKKAL                           |581204|29090305901| HPS MUKKAL| dharwad           | kalghatagi         | mukkal                    |37524| HPS MUKKAL                                                 |29090305901
 DHARWAD              | KALGHATAGI         | MUKKAL                             | BAMMIGATTI                       |581204|29090300701| HPKGS BAMMIGATTI| dharwad           | kalghatagi         | mukkal                    |37525| HPKGS BAMMIGATTI                                           |29090300701
 DHARWAD              | KALGHATAGI         | MUKKAL                             | NELLIHARAVI                      |581204|29090306403| L.P.S.GARUDA-HONNALLI| dharwad           | kalghatagi         | mukkal                    |37526| L.P.S.GARUDA-HONNALLI                                      |29090306403
 DHARWAD              | KALGHATAGI         | MUKKAL                             | NELLIHARAVI                      |581204|29090306401| LPS L.T NELLIHARAVI| dharwad           | kalghatagi         | mukkal                    |37527| LPS L.T NELLIHARAVI                                        |29090306401
 DHARWAD              | KALGHATAGI         | MUKKAL                             | BIDARAGADDI                      |581204|29090309501| LPS BIDARAGADDI| dharwad           | kalghatagi         | mukkal                    |37528| LPS BIDARAGADDI                                            |29090309501
 DHARWAD              | KALGHATAGI         | MUKKAL                             | ALADAKATTI                       |581204|29090300101| HPS ALADAKATTI| dharwad           | kalghatagi         | mukkal                    |37529| HPS ALADAKATTI                                             |29090300101
 DHARWAD              | KALGHATAGI         | MUKKAL                             | K HUNASHIKATTI                   |581212|29090304501| HPS K HUNASHIKATTI| dharwad           | kalghatagi         | mukkal                    |37530| HPS K HUNASHIKATTI                                         |29090304501
 DHARWAD              | KALGHATAGI         | MUKKAL                             | BAMMIGATTI                       |581204|29090300703| HPS BAMMIGATTI| dharwad           | kalghatagi         | mukkal                    |37531| HPS BAMMIGATTI                                             |29090300703
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | HULLAMBI                         |581204|29090304101| HPS HULLAMBI| dharwad           | kalghatagi         | muttagi                   |37532| HPS HULLAMBI                                               |29090304101
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | LINGANAKOPPA                     |581204|29090305401| HPS LINGANAKOPPA| dharwad           | kalghatagi         | muttagi                   |37533| HPS LINGANAKOPPA                                           |29090305401
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | RANGAPUR                         |581204|29090306901| LPS RANGAPUR| dharwad           | kalghatagi         | muttagi                   |37534| LPS RANGAPUR                                               |29090306901
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | BISARALLI                        |581204|29090301501| HPS BISARALLI| dharwad           | kalghatagi         | muttagi                   |37535| HPS BISARALLI                                              |29090301501
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | B SHIGIGATTI                     |581204|29090300501| HPS B SHIGIGATTI| dharwad           | kalghatagi         | muttagi                   |37536| HPS B SHIGIGATTI                                           |29090300501
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | BEGUR                            |581204|29090301102| LPS BEGUR J.P.| dharwad           | kalghatagi         | muttagi                   |37537| LPS BEGUR J.P.                                             |29090301102
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | BEGUR                            |581204|29090301101| HPS BEGUR| dharwad           | kalghatagi         | muttagi                   |37538| HPS BEGUR                                                  |29090301101
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | AREBASAVANAKOPPA                 |581204|29090300301| LPS AREBASAVANAKOPPA| dharwad           | kalghatagi         | muttagi                   |37539| LPS AREBASAVANAKOPPA                                       |29090300301
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | MUTTAGI                          |581204|29090306001| HPS MUTTAGI| dharwad           | kalghatagi         | muttagi                   |37540| HPS MUTTAGI                                                |29090306001
 DHARWAD              | KALGHATAGI         | MUTTAGI                            | GAMBHYAPUR                       |580114|29090303001| HPS GAMBHYAPUR| dharwad           | kalghatagi         | muttagi                   |37541| HPS GAMBHYAPUR                                             |29090303001
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | TABAKADAHONNIHALLI               |581212|29090308101| MPS TABAKADAHONNIHALLI| dharwad           | kalghatagi         | tabakadhonnali            |37542| MPS TABAKADAHONNIHALLI                                     |29090308101
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | B HULIKATTI                      |581204|29090301601| HPS B HULIKATTI| dharwad           | kalghatagi         | tabakadhonnali            |37543| HPS B HULIKATTI                                            |29090301601
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | BENDALAGATTI                     |581204|29090301301| HPS BENDALAGATTI| dharwad           | kalghatagi         | tabakadhonnali            |37544| HPS BENDALAGATTI                                           |29090301301
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | DYAVANAKONDA                     |581204|29090302601| HPS DYAVANAKONDA| dharwad           | kalghatagi         | tabakadhonnali            |37546| HPS DYAVANAKONDA                                           |29090302601
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | G HULIKATTI                      |581204|29090303201| HPS G HULIKATTI| dharwad           | kalghatagi         | tabakadhonnali            |37547| HPS G HULIKATTI                                            |29090303201
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | SOLARGOPPA                       |581196|29090307701| HPS SOLARGOPPA| dharwad           | kalghatagi         | tabakadhonnali            |37549| HPS SOLARGOPPA                                             |29090307701
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | ASTAKATTI                        |581204|29090300401| HPS ASTAKATTI| dharwad           | kalghatagi         | tabakadhonnali            |37550| HPS ASTAKATTI                                              |29090300401
 DHARWAD              | KALGHATAGI         | TABAKADHONNALI                     | PARASAPUR                        |580024|29090306501| HPS PARASAPUR| dharwad           | kalghatagi         | tabakadhonnali            |37552| HPS PARASAPUR                                              |29090306501
 DHARWAD              | KUNDAGOL           | GUDAGERI                           | MANDIGANAL                       |581126|29090403801| LPS MANDIGANAL| dharwad           | kundagol           | gudigeri                  |37553| LPS MANDIGANAL                                             |29090403801
 DHARWAD              | KUNDAGOL           | GUDAGERI                           | GOUDAGERI                        |581107|29090401502| HPS GOUDAGERI| dharwad           | kundagol           | gudigeri                  |37555| HPS GOUDAGERI                                              |29090401502
 DHARWAD              | KUNDAGOL           | GUDAGERI                           | GUDAGERI                         |581107|29090401703| KGS GUDAGERI| dharwad           | kundagol           | gudigeri                  |37556| KGS GUDAGERI                                               |29090401703
 DHARWAD              | KUNDAGOL           | GUDAGERI                           | GOUDAGERI                        |581107|29090401501| LPS GOUDAGERI| dharwad           | kundagol           | gudigeri                  |37558| LPS GOUDAGERI                                              |29090401501
 DHARWAD              | KUNDAGOL           | HARLAPUR                           | SULTANPUR                        |581107|29090405101| HPS SULTANPUR| dharwad           | kundagol           | harlapur                  |37560| HPS SULTANPUR                                              |29090405101
 DHARWAD              | KUNDAGOL           | HARLAPUR                           | KALAS                            |581107|29090403102| HPKBS KALAS| dharwad           | kundagol           | harlapur                  |37561| HPKBS KALAS                                                |29090403102
 DHARWAD              | KUNDAGOL           | HARLAPUR                           | KALAS                            |581107|29090403101| LPS KALAS| dharwad           | kundagol           | harlapur                  |37562| LPS KALAS                                                  |29090403101
 DHARWAD              | KUNDAGOL           | HARLAPUR                           | HARALAPUR                        |581107|29090402101| LPS HARALAPUR| dharwad           | kundagol           | harlapur                  |37563| LPS HARALAPUR                                              |29090402101
 DHARWAD              | KUNDAGOL           | HARLAPUR                           | HARALAPUR                        |581107|29090402102| HPS HARALAPUR| dharwad           | kundagol           | harlapur                  |37564| HPS HARALAPUR                                              |29090402102
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | KONKANAKURAHATTI                 |581117|29090403401| HPS KONKANAKURAHATTI| dharwad           | kundagol           | hiregunjal                |37565| HPS KONKANAKURAHATTI                                       |29090403401
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | ROTTIGAWAD                       |581195|29090404702| HPS ROTTIGAWAD| dharwad           | kundagol           | hiregunjal                |37566| HPS ROTTIGAWAD                                             |29090404702
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | HIREGUNJAL                       |581117|29090402301| HPS HIREGUNJAL| dharwad           | kundagol           | hiregunjal                |37567| HPS HIREGUNJAL                                             |29090402301
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | CHIKKAGUNJAL                     |581195|29090401101| HPS CHIKKAGUNJAL| dharwad           | kundagol           | hiregunjal                |37568| HPS CHIKKAGUNJAL                                           |29090401101
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | BAGWAAD                          |581117|29090401001| LPS BAGWAAD| dharwad           | kundagol           | hiregunjal                |37569| LPS BAGWAAD                                                |29090401001
 DHARWAD              | KUNDAGOL           | HIREGUNJAL                         | KODLIWAD                         |581195|29090403301| HPS KODLIWAD| dharwad           | kundagol           | hiregunjal                |37571| HPS KODLIWAD                                               |29090403301
 DHARWAD              | KUNDAGOL           | INGALAGI                           | INAMKOPPA                        |581207|29090402801| HPS INAMKOPPA| dharwad           | kundagol           | ingalagi                  |37572| HPS INAMKOPPA                                              |29090402801
 DHARWAD              | KUNDAGOL           | INGALAGI                           | RAMAPUR                          |580028|29090404501| LPS RAMAPUR| dharwad           | kundagol           | ingalagi                  |37573| LPS RAMAPUR                                                |29090404501
 DHARWAD              | KUNDAGOL           | INGALAGI                           | HIREBUDIHAL                      |580028|29090402201| HPS HIREBUDIHAL| dharwad           | kundagol           | ingalagi                  |37574| HPS HIREBUDIHAL                                            |29090402201
 DHARWAD              | KUNDAGOL           | INGALAGI                           | BETADUR                          |581207|29090400603| HPKGS BETADUR| dharwad           | kundagol           | ingalagi                  |37575| HPKGS BETADUR                                              |29090400603
 DHARWAD              | KUNDAGOL           | INGALAGI                           | HANCHINAL                        |581113|29090402002| HPS HOSA HANCINAL| dharwad           | kundagol           | ingalagi                  |37576| HPS HOSA HANCINAL                                          |29090402002
 DHARWAD              | KUNDAGOL           | INGALAGI                           | HANAMANAHALLI                    |580023|29090401901| LPS HANAMANAHALLI| dharwad           | kundagol           | ingalagi                  |37577| LPS HANAMANAHALLI                                          |29090401901
 DHARWAD              | KUNDAGOL           | INGALAGI                           | INGALAGI                         |580028|29090402901| LPKGS INGALAGI| dharwad           | kundagol           | ingalagi                  |37578| LPKGS INGALAGI                                             |29090402901
 DHARWAD              | KUNDAGOL           | INGALAGI                           | HANCHINAL                        |581113|29090402001| HPS HANCHINAL| dharwad           | kundagol           | ingalagi                  |37579| HPS HANCHINAL                                              |29090402001
 DHARWAD              | KUNDAGOL           | INGALAGI                           | INGALAGI                         |580028|29090402902| HPS INGALAGI| dharwad           | kundagol           | ingalagi                  |37580| HPS INGALAGI                                               |29090402902
 DHARWAD              | KUNDAGOL           | INGALAGI                           | MATTIGATTI                       |580028|29090403902| HPS MATTIGATTI| dharwad           | kundagol           | ingalagi                  |37581| HPS MATTIGATTI                                             |29090403902
 DHARWAD              | KUNDAGOL           | INGALAGI                           | KUBIHAL                          |580028|29090403502| HPS KUBIHAL| dharwad           | kundagol           | ingalagi                  |37582| HPS KUBIHAL                                                |29090403502
 DHARWAD              | KUNDAGOL           | INGALAGI                           | BETADUR                          |581207|29090400602| HPS BETADUR| dharwad           | kundagol           | ingalagi                  |37583| HPS BETADUR                                                |29090400602
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | NELAGUDDA                        |581113|29090404101| HPS NELAGUDDA| dharwad           | kundagol           | kamadolli                 |37584| HPS NELAGUDDA                                              |29090404101
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | HIREHARAKUNNI                    |581113|29090402403| LPS HIREHARKUNI J.P.| dharwad           | kundagol           | kamadolli                 |37585| LPS HIREHARKUNI J.P.                                       |29090402403
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | KAMADOLLI                        |581113|29090403203| KGS KAMADOLLI| dharwad           | kundagol           | kamadolli                 |37586| KGS KAMADOLLI                                              |29090403203
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | CHIKKAHARAKUNNI                  |581113|29090401201| LPS CHIKKAHARAKUNNI| dharwad           | kundagol           | kamadolli                 |37587| LPS CHIKKAHARAKUNNI                                        |29090401201
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | BU KOPPA                         |581113|29090400901| LPS BU KOPPA| dharwad           | kundagol           | kamadolli                 |37588| LPS BU KOPPA                                               |29090400901
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | HIREHARAKUNNI                    |581113|29090402401| HPKGS HIREHARAKUNNI| dharwad           | kundagol           | kamadolli                 |37589| HPKGS HIREHARAKUNNI                                        |29090402401
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | HIREHARAKUNNI                    |581113|29090402402| HPS HIREHARAKUNNI| dharwad           | kundagol           | kamadolli                 |37590| HPS HIREHARAKUNNI                                          |29090402402
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | KAMADOLLI                        |581113|29090403202| MPBS KAMADOLLI| dharwad           | kundagol           | kamadolli                 |37591| MPBS KAMADOLLI                                             |29090403202
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | KAMADOLLI                        |581113|29090403201| HPS KAMADOLLI| dharwad           | kundagol           | kamadolli                 |37592| HPS KAMADOLLI                                              |29090403201
 DHARWAD              | KUNDAGOL           | KAMADOLLI                          | TARLGHATT                        |581113|29090406101| HPKGS TARLGHATT| dharwad           | kundagol           | kamadolli                 |37593| HPKGS TARLGHATT                                            |29090406101
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | ALLAPUR                          |580023|29090406001| LPS ALLAPUR| dharwad           | kundagol           | kundagol                  |37594| LPS ALLAPUR                                                |29090406001
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | SHIRUR                           |581113|29090405003| HPS SHIRUR| dharwad           | kundagol           | kundagol                  |37595| HPS SHIRUR                                                 |29090405003
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | KUNDAGOL                         |581113|29090405804| HPS NO.2 KUNDAGOL| dharwad           | kundagol           | kundagol                  |37596| HPS NO.2 KUNDAGOL                                          |29090405804
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | YARINARAYANAPUR                  |580215|29090405701| HPS YARINARAYANAPUR| dharwad           | kundagol           | kundagol                  |37597| HPS YARINARAYANAPUR                                        |29090405701
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | KUNDAGOL                         |581113|29090405801| LPS KUNDAGOL| dharwad           | kundagol           | kundagol                  |37599| LPS KUNDAGOL                                               |29090405801
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | BILEBAL                          |581113|29090400701| HPS BILEBAL| dharwad           | kundagol           | kundagol                  |37600| HPS BILEBAL                                                |29090400701
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | KADAPATTI                        |580023|29090405901| HPS KADAPATTI| dharwad           | kundagol           | kundagol                  |37601| HPS KADAPATTI                                              |29090405901
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | GUDENAKATTI                      |581113|29090401601| HPS GUDENAKATTI| dharwad           | kundagol           | kundagol                  |37602| HPS GUDENAKATTI                                            |29090401601
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | YARIBUDIHAL                      |581117|29090405602| MPS YAREBUDIHAL| dharwad           | kundagol           | saunshi                   |37603| MPS YAREBUDIHAL                                            |29090405602
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | PASHUPATIHAL                     |581117|29090404201| LPKGS PASHUPATIHAL| dharwad           | kundagol           | saunshi                   |37604| LPKGS PASHUPATIHAL                                         |29090404201
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | SAUNSHI                          |581117|29090404909| LPS NO 3 SAUNSHI| dharwad           | kundagol           | saunshi                   |37605| LPS NO 3 SAUNSHI                                           |29090404909
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | YARIBUDIHAL                      |581117|29090405603| HPKGS YAREBUDIHAL| dharwad           | kundagol           | saunshi                   |37606| HPKGS YAREBUDIHAL                                          |29090405603
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | PASHUPATIHAL                     |581117|29090404202| HPS PASHUPATIHAL| dharwad           | kundagol           | saunshi                   |37607| HPS PASHUPATIHAL                                           |29090404202
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | SAUNSHI                          |581117|29090404901| LPS NO. 2 SAUNSHI| dharwad           | kundagol           | saunshi                   |37608| LPS NO. 2 SAUNSHI                                          |29090404901
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | SAUNSHI                          |581117|29090404902| MCS SAUNSHI| dharwad           | kundagol           | saunshi                   |37609| MCS SAUNSHI                                                |29090404902
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | SAUNSHI                          |581117|29090404903| HPKGS SAUNSHI| dharwad           | kundagol           | saunshi                   |37610| HPKGS SAUNSHI                                              |29090404903
 DHARWAD              | KUNDAGOL           | SAUNSHI                            | SAUNSHI                          |581117|29090404905| HPS NO. 1 SAUNSHI| dharwad           | kundagol           | saunshi                   |37611| HPS NO. 1 SAUNSHI                                          |29090404905
 DHARWAD              | KUNDAGOL           | KUNDAGOL                           | DEVANUR                          |581113|29090401402| HPS DEVANUR| dharwad           | kundagol           | kundagol                  |37612| HPS DEVANUR                                                |29090401402
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | MATTIGATTI                       |580028|29090403901| LPUBS MATTIGATTI| dharwad           | kundagol           | urdu kundagol             |37613| LPUBS MATTIGATTI                                           |29090403901
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | YALIWAL                          |581207|29090405401| LPUBS YALIVAL| dharwad           | kundagol           | urdu kundagol             |37614| LPUBS YALIVAL                                              |29090405401
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | YARIBUDIHAL                      |581117|29090405601| LPUBS YAREBUDIHAL| dharwad           | kundagol           | urdu kundagol             |37616| LPUBS YAREBUDIHAL                                          |29090405601
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | KAMADOLLI                        |581113|29090403204| HPUBS KAMADOLLI| dharwad           | kundagol           | urdu kundagol             |37617| HPUBS KAMADOLLI                                            |29090403204
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | HIREBUDIHAL                      |580028|29090402202| LPUBS HIREBUDIHAL| dharwad           | kundagol           | urdu kundagol             |37618| LPUBS HIREBUDIHAL                                          |29090402202
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | INGALAGI                         |580028|29090402903| HPUBS INGALAGI| dharwad           | kundagol           | urdu kundagol             |37619| HPUBS INGALAGI                                             |29090402903
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | GUDAGERI                         |581107|29090401704| HPUBS GUDAGERI| dharwad           | kundagol           | urdu kundagol             |37620| HPUBS GUDAGERI                                             |29090401704
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | BETADUR                          |581207|29090400604| LPUBS BETADUR| dharwad           | kundagol           | urdu kundagol             |37621| LPUBS BETADUR                                              |29090400604
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | BARADAWAD                        |581195|29090400201| LPUBS BARADAWAD| dharwad           | kundagol           | urdu kundagol             |37622| LPUBS BARADAWAD                                            |29090400201
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | YARAGUPPI                        |580215|29090405501| LPUBS YARAGUPPI| dharwad           | kundagol           | urdu kundagol             |37623| LPUBS YARAGUPPI                                            |29090405501
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | TARLGHATT                        |581113|29090406105| GULPS TARLAGATTA| dharwad           | kundagol           | urdu kundagol             |37624| GULPS TARLAGATTA                                           |29090406105
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | KALAS                            |581107|29090403104| HPUBS KALAS| dharwad           | kundagol           | urdu kundagol             |37625| HPUBS KALAS                                                |29090403104
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | KUNDAGOL                         |581113|29090405805| HPUBS KUNDAGOL| dharwad           | kundagol           | urdu kundagol             |37626| HPUBS KUNDAGOL                                             |29090405805
 DHARWAD              | KUNDAGOL           | URDU KUNDAGOL                      | KUBIHAL                          |580028|29090403501| LPUBS KUBIHAL| dharwad           | kundagol           | urdu kundagol             |37627| LPUBS KUBIHAL                                              |29090403501
